#! FIELDS time phi psi metad.bias
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 444.800000 -2.273382 0.406185 18.392195
 445.000000 -1.910559 0.375274 23.893345
 445.200000 -2.214887 0.405828 19.646182
 445.400000 -2.808783 0.260891 9.900990
 445.600000 -2.784146 0.328911 10.576034
 445.800000 -2.230441 0.104642 17.720967
 446.000000 -2.092571 0.035124 19.252663
 446.200000 -2.735333 0.267173 11.217672
 446.400000 -2.500659 0.429006 15.535619
 446.600000 -2.277219 0.618662 19.774626
 446.800000 -2.640770 1.082435 14.645210
 447.000000 -2.842314 1.388016 12.183415
 447.200000 -2.353288 2.342650 28.402690
 447.400000 -2.579165 3.104910 27.042576
 447.600000 -2.809555 -2.950048 21.303128
 447.800000 -2.279476 3.028396 27.884113
 448.000000 -2.604070 2.183501 24.240709
 448.200000 -2.566961 2.289121 26.359465
 448.400000 -2.489292 2.830724 28.968698
 448.600000 -2.750424 3.141211 25.071127
 448.800000 -2.580686 2.975523 28.009187
 449.000000 -2.421629 2.360810 28.426330
 449.200000 -2.840162 2.617337 24.305085
 449.400000 -2.488383 -2.928087 23.029384
 449.600000 -2.360342 -2.513463 11.663442
 449.800000 -2.838136 -2.218596 5.193122
 450.000000 -2.585351 -2.427095 9.827946
 450.200000 -2.624861 -2.753124 18.805940
 450.400000 -2.576557 -3.077743 25.896888
 450.600000 -2.340490 2.269868 28.452593
 450.800000 -2.627011 1.522405 16.388628
 451.000000 -2.697289 1.225446 14.506036
 451.200000 -2.230302 0.736680 21.085998
 451.400000 -2.227070 -0.009325 17.450269
 451.600000 -2.573649 -0.454786 8.982368
 451.800000 -2.905770 -1.096570 3.501882
 452.000000 -2.387658 -1.791022 4.364587
 452.200000 -2.288788 -2.552257 13.007502
 452.400000 -3.063943 2.360360 17.619698
 452.600000 -2.136131 1.974588 25.300015
 452.800000 -2.241885 1.321675 21.006252
 453.000000 -1.941529 1.638281 24.060583
 453.200000 -2.322340 2.002707 25.045678
 453.400000 -2.681851 2.443427 26.290052
 453.600000 -2.890130 -2.948941 20.272019
 453.800000 -2.196671 -2.120113 5.453393
 454.000000 -2.372348 -1.937841 5.305855
 454.200000 -2.773142 -2.664515 15.664939
 454.400000 -2.233065 2.288853 29.150850
 454.600000 -2.233908 1.497908 21.318816
 454.800000 -2.323788 0.874306 19.959905
 455.000000 -2.522292 0.314637 14.729158
 455.200000 -2.538855 -1.000195 5.021352
 455.400000 -2.680459 -1.716925 5.485347
 455.600000 -2.319304 -2.472435 11.571401
 455.800000 -2.126596 2.527899 30.523174
 456.000000 -2.154902 1.401098 22.264508
 456.200000 -2.076385 0.122743 21.027803
 456.400000 -2.032918 -0.865345 7.495881
 456.600000 -2.557126 -1.147096 4.455363
 456.800000 -2.859865 -0.887313 4.598258
 457.000000 -2.348621 -0.748914 7.638855
 457.200000 -1.755138 -0.181540 21.595508
 457.400000 -0.944173 0.077465 20.608191
 457.600000 -0.758633 -0.316740 13.859736
 457.800000 -1.130731 -0.611404 14.203963
 458.000000 -0.964828 -0.946046 6.900777
 458.200000 -1.056895 -0.170170 20.752151
 458.400000 -1.450932 0.853136 30.804361
 458.600000 -1.815261 1.700220 25.867910
 458.800000 -2.107352 2.574407 30.498944
 459.000000 -2.182635 -2.834584 19.312936
 459.200000 -2.882016 -2.230730 6.477840
 459.400000 -1.949240 -2.057822 4.651297
 459.600000 -2.303324 -2.605923 14.988757
 459.800000 -2.890970 2.619134 23.293423
 460.000000 -2.522067 2.391114 28.107898
 460.200000 -2.523337 2.455521 28.788106
 460.400000 -2.952659 3.094727 22.244319
 460.600000 -2.761348 -2.795365 19.172285
 460.800000 -2.409097 -2.899424 22.975451
 461.000000 -2.993721 2.830817 21.889349
 461.200000 -2.529374 2.561088 29.296850
 461.400000 -2.522051 2.387308 28.562345
 461.600000 -3.076297 2.417434 18.208722
 461.800000 -2.384904 -2.948180 24.044972
 462.000000 -2.470993 -2.589321 15.245161
 462.200000 -2.958241 -2.677847 14.357132
 462.400000 -2.471642 -2.655222 17.572814
 462.600000 -2.575235 -2.839210 22.090417
 462.800000 -2.849570 2.917511 25.421450
 463.000000 -2.520851 2.295987 27.764418
 463.200000 -2.824069 1.869730 17.376984
 463.400000 -2.605993 1.858293 20.655029
 463.600000 -2.193716 2.142235 28.133502
 463.800000 -2.298860 2.443694 30.694155
 464.000000 -3.006366 2.666369 21.644530
 464.200000 -2.508037 -2.823295 21.871983
 464.400000 -2.636649 -2.692474 18.229263
 464.600000 -2.736120 -2.974428 23.728476
 464.800000 -2.583830 2.416803 28.638335
 465.000000 -2.593595 1.857149 20.821533
 465.200000 -2.602312 1.619244 18.580462
 465.400000 -2.452795 1.923821 23.818105
 465.600000 -2.459305 2.288206 28.988390
 465.800000 -2.977218 2.895355 23.222594
 466.000000 -2.707487 -2.976773 24.086717
 466.200000 -2.757185 3.137203 26.316585
 466.400000 -2.774268 2.506049 26.361544
 466.600000 -2.551010 2.457353 29.378948
 466.800000 -2.829175 3.005151 26.153338
 467.000000 -3.075917 -3.005522 18.390365
 467.200000 -2.447804 3.135171 28.536341
 467.400000 -2.917975 2.454084 23.046328
 467.600000 -2.901236 2.266989 21.624699
 467.800000 -2.421922 2.664018 30.787592
 468.000000 -2.981427 3.111818 22.899192
 468.200000 -2.736826 2.921563 28.433720
 468.400000 -2.496643 2.283350 28.630663
 468.600000 -2.671560 2.340233 26.984892
 468.800000 -2.765809 2.738731 27.697700
 469.000000 -2.754552 3.063864 27.748588
 469.200000 -3.058171 3.043761 22.226742
 469.400000 -2.673303 2.471152 28.036164
 469.600000 -2.352262 2.328890 30.111427
 469.800000 -2.770047 2.509817 26.679692
 470.000000 -2.787996 2.974177 27.975529
 470.200000 -2.524112 2.862720 30.901595
 470.400000 -2.838763 1.949006 18.637721
 470.600000 -2.472599 1.902375 23.313780
 470.800000 -2.446555 1.811758 22.296457
 471.000000 -2.735832 1.786510 18.321276
 471.200000 -2.660800 2.559138 28.909732
 471.400000 -2.839362 3.081252 27.029675
 471.600000 -2.688172 -2.990174 26.166056
 471.800000 -2.734909 2.953647 29.099686
 472.000000 -2.832673 2.280984 23.589846
 472.200000 -2.633324 2.332707 28.123926
 472.400000 -2.903404 2.774036 25.983057
 472.600000 -2.883107 3.047898 26.469016
 472.800000 -2.636418 2.903703 30.260106
 473.000000 -2.761353 2.313920 25.808705
 473.200000 -2.642557 2.191272 26.721884
 473.400000 -2.769659 2.852532 28.761830
 473.600000 -3.048766 2.917375 23.091791
 473.800000 -2.724411 2.781429 29.280555
 474.000000 -2.780085 2.499552 27.290402
 474.200000 -2.784296 2.572486 27.942884
 474.400000 -2.408300 -2.966197 26.115121
 474.600000 -2.689003 -2.669180 18.134003
 474.800000 -2.600935 -2.419824 11.878447
 475.000000 -2.596281 -2.331829 9.994590
 475.200000 -2.773677 -2.786206 20.869390
 475.400000 -2.807588 2.684084 27.959902
 475.600000 -2.414226 1.962696 25.615997
 475.800000 -2.322192 1.166886 20.733955
 476.000000 -2.072597 0.517645 23.179018
 476.200000 -2.488226 -0.026621 14.093810
 476.400000 -2.833185 -0.538851 6.845969
 476.600000 -2.709480 -1.387342 4.594360
 476.800000 -2.541946 -2.518769 15.127049
 477.000000 -2.928598 2.681504 25.493209
 477.200000 -2.589569 1.741852 20.635160
 477.400000 -2.256959 0.919752 21.605134
 477.600000 -2.024387 0.686791 24.992695
 477.800000 -1.627277 0.089931 26.226308
 478.000000 -0.949076 -0.573550 13.670708
 478.200000 -0.621128 -0.692362 8.662073
 478.400000 -0.847438 -0.435837 14.827787
 478.600000 -1.771112 -0.302929 19.630965
 478.800000 -2.113046 -0.365082 15.060223
 479.000000 -2.895567 -0.279557 7.083466
 479.200000 -2.727128 -0.190959 10.399764
 479.400000 -2.283911 -0.579383 11.087762
 479.600000 -2.267257 -0.945522 6.791471
 479.800000 -2.735374 -1.038343 4.904885
 480.000000 -2.804871 -1.067772 4.501032
 480.200000 -2.478354 -0.732093 8.893649
 480.400000 -2.722383 -0.661976 8.104790
 480.600000 -2.799688 -0.940063 6.160021
 480.800000 -2.561887 -1.024419 6.392400
 481.000000 -2.428961 -0.755753 8.871804
 481.200000 -2.775837 -0.707013 8.191418
 481.400000 -2.693000 -1.028914 6.583220
 481.600000 -2.448830 -1.174810 6.136978
 481.800000 -2.722072 -1.031731 6.461950
 482.000000 -2.569455 -0.852317 8.362390
 482.200000 -2.743545 -0.890510 8.118378
 482.400000 -2.719677 -0.859898 8.461485
 482.600000 -2.569552 -0.971113 8.156511
 482.800000 -2.767045 -1.128143 6.303265
 483.000000 -2.920866 -0.893622 6.943660
 483.200000 -2.558629 -0.732257 10.751360
 483.400000 -2.568150 -0.594931 11.304729
 483.600000 -2.658002 -0.715204 10.360479
 483.800000 -2.723519 -1.067967 7.606022
 484.000000 -2.427123 -1.110225 7.591056
 484.200000 -2.792132 -0.912567 9.123870
 484.400000 -2.726453 -0.465178 10.459069
 484.600000 -2.605900 -0.359151 11.795307
 484.800000 -2.264990 0.141793 18.895348
 485.000000 -2.514459 1.224311 18.259271
 485.200000 -2.277959 2.751612 31.866880
 485.400000 -2.932305 -2.961631 22.337482
 485.600000 -2.741450 -2.638712 17.398328
 485.800000 -2.003968 -2.873988 19.625472
 486.000000 -1.773322 2.942357 26.360422
 486.200000 -1.072947 2.509436 23.627385
 486.400000 -1.290325 2.042743 27.022998
 486.600000 -1.736700 1.351185 28.553678
 486.800000 -1.140793 0.664409 26.935389
 487.000000 -1.098356 0.267469 24.881450
 487.200000 -1.276666 -0.165392 23.722884
 487.400000 -0.586893 -0.700890 8.212662
 487.600000 -1.336971 -0.495164 18.485668
 487.800000 -1.362611 -0.439662 19.548681
 488.000000 -1.300343 -0.302833 21.808426
 488.200000 -0.751241 -0.254773 15.166421
 488.400000 -1.172354 -0.016055 24.736697
 488.600000 -1.028093 -0.557342 15.830608
 488.800000 -0.730999 -0.806790 8.517588
 489.000000 -1.564146 0.295355 28.730248
 489.200000 -1.280796 1.353291 28.717231
 489.400000 -0.890605 2.146668 20.727467
 489.600000 -1.105533 2.614311 23.336932
 489.800000 -1.517981 3.062672 21.575374
 490.000000 -1.636410 -2.836505 13.597589
 490.200000 -1.559656 -3.105194 19.825828
 490.400000 -1.332621 2.757273 25.352490
 490.600000 -0.887442 2.152739 20.651227
 490.800000 -1.386438 1.875696 27.351538
 491.000000 -1.133035 0.958223 27.061112
 491.200000 -1.155811 0.246605 26.568705
 491.400000 -1.071153 -0.394326 19.029058
 491.600000 -1.024407 -0.811968 11.124512
 491.800000 -1.006684 -0.327025 19.140415
 492.000000 -0.982233 -0.251273 19.655623
 492.200000 -0.853044 -0.471374 15.228393
 492.400000 -0.945434 -0.579661 14.825807
 492.600000 -1.081374 -0.502565 17.719394
 492.800000 -1.009026 -0.330576 19.615093
 493.000000 -0.689733 -0.269145 14.280151
 493.200000 -1.064440 -0.011476 24.063164
 493.400000 -1.222875 -0.064420 25.747341
 493.600000 -0.893554 -0.323344 18.391829
 493.800000 -1.128554 -0.588996 16.762291
 494.000000 -0.860471 -0.695881 12.086964
 494.200000 -0.966910 -0.217502 21.058122
 494.400000 -1.210836 0.344355 28.110503
 494.600000 -1.386483 1.176597 30.709362
 494.800000 -1.080854 1.833360 24.392710
 495.000000 -1.083854 2.412295 24.388860
 495.200000 -1.353524 2.861540 24.053382
 495.400000 -1.409022 3.120649 19.301589
 495.600000 -1.535980 2.818538 26.915463
 495.800000 -1.495320 2.699703 28.260039
 496.000000 -0.783112 2.646850 15.785455
 496.200000 -1.368610 2.472972 29.119832
 496.400000 -2.034178 1.487055 24.704154
 496.600000 -2.404607 0.673319 19.091562
 496.800000 -2.811378 0.002663 10.250659
 497.000000 -2.515320 -0.812979 10.954439
 497.200000 -2.563814 -1.279919 7.528178
 497.400000 -2.868864 -2.000622 5.465910
 497.600000 -2.717346 -2.769521 21.148546
 497.800000 -3.092211 2.271699 18.392545
 498.000000 -2.202972 1.930404 26.187388
 498.200000 -2.414552 1.359139 20.479516
 498.400000 -2.259276 1.436982 22.425986
 498.600000 -2.191576 1.926543 26.542150
 498.800000 -2.366609 2.604546 32.478109
 499.000000 -2.945699 3.101697 25.213339
 499.200000 -2.881921 -3.054970 25.339100
 499.400000 -1.970742 2.863806 29.851816
 499.600000 -1.429015 2.263389 29.334449
 499.800000 -0.816355 1.826219 18.974171
 500.000000 -1.652826 1.709787 27.546746
 500.200000 -1.633322 1.394871 29.518982
 500.400000 -0.674723 1.334875 14.763053
 500.600000 -1.473471 1.791890 28.145307
 500.800000 -2.381163 2.087853 28.373824
 501.000000 -3.050004 2.792823 23.659061
 501.200000 -2.660379 -2.507368 14.660870
 501.400000 -2.089146 -1.962789 5.825118
 501.600000 -2.747768 -1.147568 8.038376
 501.800000 -2.671167 -0.496441 11.436773
 502.000000 -2.315609 0.311969 19.186527
 502.200000 -2.116128 0.933082 24.442332
 502.400000 -1.695068 1.801117 27.657360
 502.600000 -0.809595 2.817891 14.824089
 502.800000 -1.802224 3.044780 25.623039
 503.000000 -3.067787 2.411457 20.877782
 503.200000 -2.503556 2.596113 32.468558
 503.400000 -1.607176 -3.134638 21.210032
 503.600000 -1.281112 2.808823 24.332349
 503.800000 -2.069635 2.091666 29.137266
 504.000000 -2.477792 1.354055 19.760302
 504.200000 -2.491286 -0.005543 15.316832
 504.400000 -2.141490 -0.997022 9.645845
 504.600000 -2.095553 -1.501336 5.877485
 504.800000 -2.912144 -1.552170 5.024601
 505.000000 -2.519401 -1.329922 7.291903
 505.200000 -2.496304 -0.668622 12.580934
 505.400000 -2.805348 0.031671 10.698333
 505.600000 -2.216859 0.742852 22.628989
 505.800000 -1.191986 1.290320 28.088638
 506.000000 -1.207976 2.066964 26.840022
 506.200000 -1.860112 2.635571 31.388641
 506.400000 -2.867454 3.049097 27.970435
 506.600000 -2.912152 -2.830421 20.325179
 506.800000 -2.394354 -2.726507 20.715617
 507.000000 -2.371631 -2.920089 25.635949
 507.200000 -3.023132 2.491100 23.295867
 507.400000 -2.696139 1.711181 19.621605
 507.600000 -1.932421 1.561821 26.367918
 507.800000 -1.256851 1.411139 28.618930
 508.000000 -1.179584 1.416568 27.463754
 508.200000 -1.518098 1.045902 31.778121
 508.400000 -1.222165 0.885524 29.330428
 508.600000 -1.551292 1.073869 31.681698
 508.800000 -1.222685 1.285771 28.967791
 509.000000 -1.311426 1.428444 29.480834
 509.200000 -1.271383 1.193508 30.191911
 509.400000 -1.646176 1.027420 31.367915
 509.600000 -1.985863 1.172097 26.914453
 509.800000 -2.447858 1.390245 20.813691
 510.000000 -2.660081 2.108563 26.159282
 510.200000 -2.745855 -3.051092 27.831497
 510.400000 -2.527900 -2.312661 10.651618
 510.600000 -2.723505 -2.207504 8.299736
 510.800000 -2.646667 -2.568430 16.539232
 511.000000 -3.039269 2.856328 24.808949
 511.200000 -2.369722 2.043204 28.323611
 511.400000 -1.719706 1.139979 30.569499
 511.600000 -1.557038 0.805672 31.570534
 511.800000 -1.093546 0.581803 26.587024
 512.000000 -1.368004 1.214766 31.170625
 512.200000 -0.892572 1.577617 21.538952
 512.400000 -1.542917 1.942304 28.822402
 512.600000 -2.049917 1.657555 25.784212
 512.800000 -2.082843 1.709084 25.738991
 513.000000 -2.089983 2.092254 29.550970
 513.200000 -2.595104 2.368318 31.064658
 513.400000 -2.864765 3.097878 28.089211
 513.600000 -2.509065 -2.780455 22.923580
 513.800000 -2.176619 -3.029955 26.604934
 514.000000 -2.074990 2.824475 31.330957
 514.200000 -2.294843 2.109278 29.961774
 514.400000 -2.673051 1.062438 16.486539
 514.600000 -2.472782 0.036471 15.833099
 514.800000 -2.531029 -0.441349 12.774924
 515.000000 -2.781273 -0.824089 10.565441
 515.200000 -2.579674 -1.474750 7.636948
 515.400000 -2.404579 -1.734199 7.196657
 515.600000 -2.962383 -2.422930 10.128476
 515.800000 -2.534761 3.074004 31.744858
 516.000000 -2.836024 2.133114 23.857288
 516.200000 -2.639738 1.486891 18.933409
 516.400000 -1.953228 1.134084 27.624401
 516.600000 -0.985973 0.877291 24.139818
 516.800000 -1.169757 1.506879 27.847602
 517.000000 -1.607243 1.374316 30.798938
 517.200000 -1.196712 1.280013 29.352383
 517.400000 -1.498595 1.238966 32.124460
 517.600000 -1.182150 1.057463 29.212155
 517.800000 -1.718199 0.798895 30.573289
 518.000000 -1.246894 0.818874 29.960060
 518.200000 -1.697484 0.925722 31.370210
 518.400000 -1.992451 1.692165 26.697056
 518.600000 -2.230168 1.943967 27.891217
 518.800000 -2.827865 3.131848 28.435677
 519.000000 -2.619211 -2.715473 20.875454
 519.200000 -2.180273 -2.775203 20.898714
 519.400000 -2.241975 -3.016707 27.462686
 519.600000 -3.068568 2.639990 23.814911
 519.800000 -2.544304 2.478223 32.625218
 520.000000 -2.584247 2.519405 32.435503
 520.200000 -2.807986 3.052886 29.795702
 520.400000 -2.627481 -2.873992 25.634455
 520.600000 -1.784087 -2.506821 8.902949
 520.800000 -1.543528 -2.286090 3.433609
 521.000000 -2.489553 -2.781251 23.417440
 521.200000 3.018043 2.567007 17.904134
 521.400000 -2.374907 2.467394 33.711153
 521.600000 -1.395442 2.587238 29.126441
 521.800000 -0.695675 2.427311 16.001873
 522.000000 -1.256437 1.801265 28.025888
 522.200000 -1.166368 1.065916 29.175692
 522.400000 -0.942470 0.242751 22.624330
 522.600000 -1.566246 -0.291563 22.956795
 522.800000 -1.026450 -1.114528 6.138733
 523.000000 -1.343719 -0.438739 21.050941
 523.200000 -1.194236 1.130616 29.739291
 523.400000 -1.191641 2.456437 27.350474
 523.600000 -1.512152 -2.725202 10.350931
 523.800000 -2.324956 -2.144556 8.101447
 524.000000 -2.884947 -2.421820 11.441594
 524.200000 -2.537287 -2.642160 20.302041
 524.400000 -2.843425 -2.979867 26.120981
 524.600000 -2.906269 2.763990 28.550104
 524.800000 -2.539354 2.415709 32.622008
 525.000000 -2.752626 1.784622 20.201694
 525.200000 -2.270896 1.861947 26.991800
 525.400000 -2.227881 1.606770 24.757102
 525.600000 -2.132518 1.799428 26.883832
 525.800000 -2.343793 1.768068 25.327697
 526.000000 -2.695763 1.738051 20.996592
 526.200000 -2.904110 2.128460 23.284031
 526.400000 -2.558627 2.231208 30.940025
 526.600000 -2.486388 2.933984 33.183404
 526.800000 -2.915982 -3.042898 25.830675
 527.000000 -2.537519 2.870717 33.287711
 527.200000 -2.506175 2.329461 32.515827
 527.400000 -2.825522 2.453663 28.903336
 527.600000 -2.745328 3.047113 31.168516
 527.800000 -2.908034 -2.854258 22.394094
 528.000000 2.982260 2.894879 18.149046
 528.200000 -2.420632 2.284796 32.650521
 528.400000 -1.586762 2.010129 29.675036
 528.600000 -0.732292 1.378235 17.253151
 528.800000 -1.453500 1.299330 32.091198
 529.000000 -1.973293 0.941649 27.446846
 529.200000 -2.296082 0.674337 21.514159
 529.400000 -2.785261 0.458958 12.586796
 529.600000 -2.416319 -0.102028 15.883276
 529.800000 -2.188648 -0.096602 18.976647
 530.000000 -2.584878 0.714806 16.880800
 530.200000 -2.542395 1.632404 22.336341
 530.400000 -2.577099 2.130507 29.399413
 530.600000 -2.092540 3.078403 29.388255
 530.800000 -2.906605 -2.581913 15.783232
 531.000000 -2.727895 -2.149732 8.259426
 531.200000 -2.440051 -1.870791 7.740026
 531.400000 -2.710289 -2.079234 8.358529
 531.600000 -2.423935 -2.459132 15.402170
 531.800000 -2.647762 3.047786 32.418483
 532.000000 -3.030187 2.121192 20.001682
 532.200000 -2.172953 1.738160 26.517760
 532.400000 -1.161890 1.588480 27.919921
 532.600000 -0.921353 1.509490 22.746385
 532.800000 -1.893362 1.657957 27.952412
 533.000000 -2.191257 1.536350 25.174828
 533.200000 -2.686094 1.819663 23.243926
 533.400000 -2.735995 2.208275 28.594869
 533.600000 -2.500797 2.972544 33.446809
 533.800000 -2.771709 -2.681167 20.389386
 534.000000 -2.636442 -2.274668 11.442360
 534.200000 -1.365999 -2.605677 6.354774
 534.400000 -1.498238 2.243348 30.510430
 534.600000 -1.406549 0.867903 32.389386
 534.800000 -1.559322 0.059668 27.846317
 535.000000 -0.665227 -0.905608 7.457459
 535.200000 -1.029571 -0.409871 20.343435
 535.400000 -0.837892 -0.149961 19.277770
 535.600000 -1.118524 0.266641 26.562500
 535.800000 -1.356459 0.834448 31.903782
 536.000000 -1.245629 1.332464 30.392004
 536.200000 -1.067880 1.790569 25.867665
 536.400000 -0.691406 1.986669 16.761851
 536.600000 -1.161365 2.611700 25.532312
 536.800000 -1.462821 -3.030114 17.204532
 537.000000 -1.575638 -3.039908 18.977064
 537.200000 -1.694213 3.071350 24.909653
 537.400000 -0.990408 2.516507 22.972162
 537.600000 -1.306089 1.911744 28.791939
 537.800000 -1.187701 0.981425 29.873353
 538.000000 -1.131881 0.078835 25.964386
 538.200000 -0.950797 -0.387140 19.707518
 538.400000 -0.977503 -0.580231 17.101623
 538.600000 -1.092721 -0.691194 15.941526
 538.800000 -0.880903 -0.497823 17.159491
 539.000000 -1.054945 -0.026820 24.528647
 539.200000 -1.577900 0.227390 29.558095
 539.400000 -1.325044 0.328215 30.070213
 539.600000 -1.206109 1.268036 30.243929
 539.800000 -1.373948 2.124582 29.452089
 540.000000 -0.991315 2.436329 23.547836
 540.200000 -1.359673 2.983449 22.601597
 540.400000 -1.787000 2.954598 28.123399
 540.600000 -1.939354 2.976129 29.393538
 540.800000 -2.720819 2.638940 32.130065
 541.000000 -2.893601 2.484618 28.105933
 541.200000 -2.142439 2.908822 32.202389
 541.400000 -1.871457 3.041171 27.644229
 541.600000 -1.518366 2.950460 25.333212
 541.800000 -1.014820 2.610462 22.974949
 542.000000 -1.324206 2.161222 29.418403
 542.200000 -1.172573 1.363857 29.373118
 542.400000 -1.334199 0.507564 30.818829
 542.600000 -1.090807 0.136948 26.264613
 542.800000 -1.022494 0.031329 24.594078
 543.000000 -1.306177 0.415527 30.258468
 543.200000 -1.082131 1.076516 27.647927
 543.400000 -1.360662 1.991274 29.572270
 543.600000 -0.962465 2.422902 23.570327
 543.800000 -1.179662 2.593326 26.635717
 544.000000 -1.576213 2.722343 29.797328
 544.200000 -1.243222 3.053474 19.482526
 544.400000 -1.367044 3.121371 19.754280
 544.600000 -1.428315 2.764424 28.051443
 544.800000 -0.881564 2.448553 21.501984
 545.000000 -0.944966 2.370483 23.503994
 545.200000 -1.184324 2.073823 28.350421
 545.400000 -1.144090 1.344919 28.879604
 545.600000 -1.502154 0.771631 32.676945
 545.800000 -1.223086 0.575763 29.947560
 546.000000 -1.013805 0.763810 25.541199
 546.200000 -1.345036 1.426343 31.494934
 546.400000 -0.987805 1.721587 24.572759
 546.600000 -1.342263 1.818544 29.606363
 546.800000 -1.218774 1.521731 29.547433
 547.000000 -1.408098 0.847762 32.920859
 547.200000 -0.918392 0.297384 23.174303
 547.400000 -1.287935 0.498029 31.055183
 547.600000 -1.380957 0.861831 33.052106
 547.800000 -1.052064 1.292011 27.064694
 548.000000 -1.267130 1.709989 29.319845
 548.200000 -1.152049 1.718147 28.119772
 548.400000 -1.316744 1.599847 30.595992
 548.600000 -1.415944 1.208040 33.262755
 548.800000 -1.116997 0.588460 28.501279
 549.000000 -1.115067 0.519031 28.323816
 549.200000 -1.418793 0.969293 33.621082
 549.400000 -1.050076 1.308767 27.153483
 549.600000 -1.194159 1.618473 29.092199
 549.800000 -1.217092 1.776192 28.890180
 550.000000 -1.224586 1.813100 28.904544
 550.200000 -1.132868 1.414922 28.959412
 550.400000 -1.506009 0.937183 33.789319
 550.600000 -0.969138 0.232321 24.542752
 550.800000 -1.435709 -0.195577 26.085200
 551.000000 -1.903006 -0.835716 12.304269
 551.200000 -2.139803 -1.315139 7.679198
 551.400000 -2.541394 -1.312332 8.674084
 551.600000 -2.887212 -1.309037 7.187455
 551.800000 -2.049297 -1.011459 10.568802
 552.000000 -1.178579 -0.717536 16.113098
 552.200000 -0.487736 -0.436568 11.419767
 552.400000 -0.929518 -0.045725 22.663766
 552.600000 -2.153550 0.496990 23.877534
 552.800000 -2.806691 0.890892 14.358757
 553.000000 -2.479050 0.403867 17.984756
 553.200000 -1.414230 -0.314802 24.620245
 553.400000 -0.667515 -0.916175 8.570470
 553.600000 0.422595 -1.007251 16.306998
 553.800000 1.272555 -0.706006 24.838999
 554.000000 1.039397 0.088847 20.449644
 554.200000 1.005570 0.294405 18.149667
 554.400000 1.041144 0.610684 11.383991
 554.600000 0.585813 0.914224 4.777825
 554.800000 0.946087 0.589575 12.261133
 555.000000 0.748910 0.658721 10.484399
 555.200000 0.373861 1.092577 2.525029
 555.400000 1.055750 0.728849 9.239604
 555.600000 0.710861 0.693991 10.295154
 555.800000 0.771389 0.223215 18.985894
 556.000000 1.339991 -0.225452 20.422221
 556.200000 0.958030 -0.847959 27.285017
 556.400000 1.056375 -0.957345 27.734828
 556.600000 0.957338 -0.580220 26.148553
 556.800000 1.114679 -0.208606 23.873009
 557.000000 1.007537 -0.294777 24.783998
 557.200000 1.247241 -1.008282 26.058714
 557.400000 0.626885 -0.637369 21.174780
 557.600000 1.213269 -0.599490 25.669548
 557.800000 1.241349 -0.508863 24.862916
 558.000000 0.922462 -0.410205 25.408554
 558.200000 1.187345 -0.650889 26.467068
 558.400000 0.661206 -0.563646 22.057547
 558.600000 1.457946 -1.120963 20.993908
 558.800000 0.889416 -1.024608 26.900817
 559.000000 1.244448 -0.721976 25.946501
 559.200000 0.856901 -0.163390 23.771529
 559.400000 1.100792 -0.329120 25.776032
 559.600000 1.161627 -0.809521 27.570567
 559.800000 1.113245 -1.080017 27.544251
 560.000000 1.072340 -1.298956 25.537167
 560.200000 1.144162 -1.318581 25.200045
 560.400000 1.158337 -1.040140 27.692315
 560.600000 1.083495 -0.440452 26.603894
 560.800000 0.912276 0.112601 21.545259
 561.000000 0.847652 0.214213 19.984783
 561.200000 0.975947 0.265149 19.878941
 561.400000 1.282221 -0.347553 23.891615
 561.600000 0.993557 -1.093007 27.927764
 561.800000 0.768155 -1.445597 21.616314
 562.000000 1.024064 -1.797539 18.030832
 562.200000 0.878739 -2.080563 15.198969
 562.400000 0.964646 -1.944417 16.810265
 562.600000 1.000749 -1.581812 21.840614
 562.800000 0.878964 -0.957399 27.372815
 563.000000 1.232144 -0.287742 24.250263
 563.200000 0.887171 0.175732 21.295994
 563.400000 0.893768 -0.054937 23.836615
 563.600000 1.159564 -0.605070 27.269170
 563.800000 1.153428 -1.149762 27.181151
 564.000000 1.006596 -1.229397 26.984873
 564.200000 1.209776 -1.393031 23.880242
 564.400000 1.217493 -1.400357 23.657779
 564.600000 0.909929 -1.023978 27.980750
 564.800000 1.156159 -0.704437 27.739876
 565.000000 1.048768 -0.345795 26.591539
 565.200000 0.979345 -0.261939 26.304949
 565.400000 0.931409 -0.460466 27.110801
 565.600000 1.367439 -1.162457 23.781835
 565.800000 0.559739 -1.050197 20.633590
 566.000000 1.382969 -1.268465 22.343674
 566.200000 0.835596 -1.041264 27.212078
 566.400000 1.089302 -0.702645 28.460218
 566.600000 1.187547 -0.459560 26.750504
 566.800000 0.771749 -0.106842 23.084603
 567.000000 0.644474 0.003657 20.072390
 567.200000 0.973774 -0.364075 27.174257
 567.400000 1.403024 -1.024342 24.049891
 567.600000 0.727023 -1.405723 22.174317
 567.800000 1.104269 -2.008955 15.841958
 568.000000 0.865093 -2.548040 9.490540
 568.200000 1.397529 -2.969372 3.220863
 568.400000 1.410202 2.696714 0.757588
 568.600000 0.850044 -2.851226 5.344053
 568.800000 1.054119 -1.657932 20.932099
 569.000000 1.163271 -0.646372 27.841609
 569.200000 0.997286 0.292431 19.784088
 569.400000 0.850840 0.690338 10.988004
 569.600000 0.817077 0.958865 4.983697
