#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654   14.819370401  -53.317619355
   -2.951193099    6.449076585  -34.112772342
   -2.760793544    1.917616353  -13.966195364
   -2.570393989    0.856734057    1.558129188
   -2.379994435    1.982032985    8.654630232
   -2.189594880    3.575554517    6.732134591
   -1.999195325    4.170968230   -1.002677277
   -1.808795770    3.206169698   -8.546762028
   -1.618396215    1.314147131   -9.952489646
   -1.427996661    0.000000000   -2.430291015
   -1.237597106    0.851065450   12.088452189
   -1.047197551    4.713882765   28.123028222
   -0.856797996   11.291077929   39.742474309
   -0.666398442   19.346838088   43.231111765
   -0.475998887   27.222756789   37.990331120
   -0.285599332   33.368187862   25.389895226
   -0.095199777   36.582894252    7.602234826
    0.095199777   36.123596499  -12.665844137
    0.285599332   31.859728602  -31.580125914
    0.475998887   24.538310706  -43.793710811
    0.666398442   15.986969233  -43.702079168
    0.856797996    8.909206563  -28.242963086
    1.047197551    6.113699465    0.409139609
    1.237597106    9.418053810   34.184493941
    1.427996661   18.753304357   61.862834588
    1.618396215   31.980816639   73.866273487
    1.808795770   45.618972142   66.084302537
    1.999195325   56.054585654   41.168154712
    2.189594880   60.701533976    6.811300760
    2.379994435   58.664512114  -27.496454635
    2.570393989   50.769096000  -53.589885060
    2.760793544   39.098457530  -66.649150288
    2.951193099   26.288488062  -65.735580562
