#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654   14.309810512  -53.844510777
   -2.951193099    5.839904798  -34.590240478
   -2.760793544    1.238317874  -14.194965214
   -2.570393989    0.164662373    1.662642776
   -2.379994435    1.338959127    9.057397918
   -2.189594880    3.029845926    7.335652874
   -1.999195325    3.751499184   -0.294939117
   -1.808795770    2.925685621   -7.802408329
   -1.618396215    1.175188835   -9.211305363
   -1.427996661    0.000000000   -1.707799564
   -1.237597106    0.987419620   12.808090687
   -1.047197551    4.990102829   28.886549454
   -0.856797996   11.721213280   40.605382217
   -0.666398442   19.953023340   44.218062005
   -0.475998887   28.025343239   39.052051481
   -0.285599332   34.369564517   26.391604490
   -0.095199777   37.754059714    8.356043639
    0.095199777   37.400890781  -12.321001232
    0.285599332   33.158002562  -31.697975741
    0.475998887   25.776075301  -44.284130813
    0.666398442   17.109587509  -44.386680579
    0.856797996    9.895038203  -28.975945586
    1.047197551    6.957350368   -0.357521653
    1.237597106   10.104350409   33.279539802
    1.427996661   19.245142050   60.722485946
    1.618396215   32.235283616   72.543382803
    1.808795770   45.621290607   64.812289507
    1.999195325   55.842708834   40.235968364
    2.189594880   60.357944729    6.369181432
    2.379994435   58.277077447  -27.542079208
    2.570393989   50.388577036  -53.519446584
    2.760793544   38.719126621  -66.737500617
    2.951193099   25.866395039  -66.093387142
