#! FIELDS time phi psi metad.bias
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 2811.200000 2.887183 2.782294 35.545704
 2811.400000 -2.721787 3.059710 61.686581
 2811.600000 -2.916351 2.919709 58.297939
 2811.800000 3.019798 2.885277 42.532741
 2812.000000 3.091722 3.107642 44.403361
 2812.200000 -3.009171 -2.978684 49.510418
 2812.400000 -3.004082 2.999328 54.576384
 2812.600000 -3.050529 2.628382 52.879983
 2812.800000 -2.992149 2.650809 55.447026
 2813.000000 -3.031592 2.536270 52.857562
 2813.200000 -3.005094 2.754242 55.481862
 2813.400000 2.995343 2.813576 41.608406
 2813.600000 -3.018575 3.049145 53.495550
 2813.800000 -2.885535 -3.129370 56.776535
 2814.000000 2.904712 2.670800 36.482059
 2814.200000 -2.904285 2.742464 59.268543
 2814.400000 -2.774453 2.891654 62.492525
 2814.600000 2.935982 2.661983 38.379064
 2814.800000 -2.867812 2.973395 59.722365
 2815.000000 3.116699 3.022806 46.997452
 2815.200000 2.948316 2.754815 39.385233
 2815.400000 -3.085277 2.832562 52.301097
 2815.600000 -2.208198 3.021501 60.353156
 2815.800000 -1.810537 2.785412 58.836846
 2816.000000 -1.580363 2.247753 59.301634
 2816.200000 -1.479411 1.625769 59.499804
 2816.400000 -0.889621 0.811075 49.522834
 2816.600000 -1.493044 0.243116 56.935421
 2816.800000 -0.768399 -0.406621 43.784587
 2817.000000 -0.462194 -0.707622 34.495387
 2817.200000 -0.303917 -1.260143 23.285581
 2817.400000 -0.829866 -1.633841 14.125841
 2817.600000 -1.695057 -0.839877 38.238883
 2817.800000 -2.786049 0.022594 37.462752
 2818.000000 -2.950385 1.112536 35.260980
 2818.200000 -2.612879 1.958398 54.644916
 2818.400000 -1.821383 3.113307 54.408589
 2818.600000 -1.405384 -2.691235 34.261599
 2818.800000 -1.394146 -2.638919 32.414030
 2819.000000 -1.820172 -3.022071 51.021115
 2819.200000 -2.240250 2.369381 60.603178
 2819.400000 -2.835032 1.186736 40.130016
 2819.600000 -2.993798 0.693944 32.094777
 2819.800000 -2.323431 -0.108546 45.777726
 2820.000000 -1.599236 -0.612158 43.543157
 2820.200000 -1.208016 -0.831518 41.479288
 2820.400000 -0.416847 -0.809330 33.078732
 2820.600000 -0.388219 -0.204410 31.892339
 2820.800000 -1.248089 0.569701 58.807800
 2821.000000 -1.462085 1.026635 62.864840
 2821.200000 -0.581739 0.976322 37.022351
 2821.400000 -1.172240 1.315392 59.364945
 2821.600000 -1.534063 1.624561 59.319878
 2821.800000 -1.629352 2.098334 58.633312
 2822.000000 -1.439422 2.293576 59.928692
 2822.200000 -1.866751 2.466618 59.208821
 2822.400000 -2.197688 2.617621 61.576426
 2822.600000 -3.057696 2.285461 48.282653
 2822.800000 2.755122 2.343408 26.026260
 2823.000000 -2.704157 3.082951 61.935792
 2823.200000 -2.254743 -2.829923 52.271463
 2823.400000 -2.354961 -3.084620 59.489539
 2823.600000 -2.494486 2.770864 64.681630
 2823.800000 -2.859398 2.067426 51.153723
 2824.000000 -2.905387 1.712638 42.488442
 2824.200000 -2.765269 1.461410 44.184994
 2824.400000 -2.687197 1.097866 44.359609
 2824.600000 -2.986445 0.529410 31.942767
 2824.800000 -2.877687 0.158898 34.841472
 2825.000000 -2.325020 0.035930 47.066463
 2825.200000 -2.380810 0.354913 48.087809
 2825.400000 -2.667099 0.812879 43.605289
 2825.600000 3.068521 0.911421 23.755291
 2825.800000 -2.347406 1.043556 51.093862
 2826.000000 -2.108140 0.784443 53.280064
 2826.200000 -1.505199 0.061520 55.761952
 2826.400000 -0.466924 -0.599486 35.310387
 2826.600000 -0.999524 -0.717026 43.690012
 2826.800000 -0.915099 -0.955299 37.161393
 2827.000000 -1.954885 -0.363276 45.408719
 2827.200000 -2.122197 -0.379541 44.249728
 2827.400000 -2.713592 0.136160 40.207645
 2827.600000 -3.129435 0.811897 26.968420
 2827.800000 -2.697850 1.266453 44.867848
 2828.000000 -2.411770 1.898859 55.801993
 2828.200000 -2.651216 2.825820 64.483319
 2828.400000 2.959588 -3.009977 35.433114
 2828.600000 3.021521 -2.734564 33.131362
 2828.800000 -2.684881 -2.811929 53.400547
 2829.000000 -2.987687 2.964553 55.921088
 2829.200000 3.071329 2.566296 45.092970
 2829.400000 -2.799263 2.680250 62.009843
 2829.600000 -2.632747 2.604053 63.802740
 2829.800000 -2.756657 2.460351 60.782775
 2830.000000 -2.858635 2.528014 59.236449
 2830.200000 3.130972 2.622890 48.656109
 2830.400000 3.095165 2.844996 47.385134
 2830.600000 -2.965532 -2.713458 44.585303
 2830.800000 -2.841334 -2.331218 37.658481
 2831.000000 -2.686511 -2.174187 36.870148
 2831.200000 -2.945253 -2.330662 35.323243
 2831.400000 -3.118387 -2.600644 36.181427
 2831.600000 -2.578685 -2.707142 51.118857
 2831.800000 -2.692043 -3.083882 60.194479
 2832.000000 3.116810 2.580022 47.601393
 2832.200000 -2.821881 2.690156 61.746647
 2832.400000 -2.753488 2.688573 63.124556
 2832.600000 -3.123551 2.684252 50.571761
 2832.800000 -2.799290 -2.996858 56.593681
 2833.000000 2.943689 -2.941484 33.506650
 2833.200000 -3.040123 -2.952570 48.223990
 2833.400000 -2.804485 -3.116221 59.174177
 2833.600000 3.120441 2.558843 47.743473
 2833.800000 -2.011255 2.807070 59.960093
 2834.000000 -1.376887 2.754554 57.797844
 2834.200000 -0.532946 2.390051 35.052237
 2834.400000 -1.666105 2.071573 58.487161
 2834.600000 -2.210508 1.755615 55.137482
 2834.800000 -2.757850 1.894379 50.689484
 2835.000000 3.092270 1.922800 34.741000
 2835.200000 -2.668917 2.316245 60.428868
 2835.400000 -1.665003 2.820942 58.437241
 2835.600000 -0.877754 3.062119 34.470215
 2835.800000 -1.345772 3.006953 51.761816
 2836.000000 -1.090169 3.022219 44.312687
 2836.200000 -1.174720 -3.080190 40.904265
 2836.400000 -1.094655 3.034383 44.216087
 2836.600000 -0.797087 2.708481 41.775021
 2836.800000 -0.897756 2.481107 50.252108
 2837.000000 -1.496420 2.076783 59.197271
 2837.200000 -1.632288 1.552951 59.252712
 2837.400000 -1.001718 1.088042 54.732818
 2837.600000 -1.268940 0.865506 61.147418
 2837.800000 -1.366074 0.281414 57.623266
 2838.000000 -0.644124 -0.070958 40.097971
 2838.200000 -0.289182 -0.162400 29.317312
 2838.400000 -0.868559 -0.238158 47.823071
 2838.600000 -1.004588 -0.254919 50.939671
 2838.800000 -1.565739 -0.006894 54.841957
 2839.000000 -1.100030 -0.018116 54.106171
 2839.200000 -1.030809 0.601282 54.172224
 2839.400000 -1.433327 1.339797 61.894806
 2839.600000 -0.789844 1.798651 48.171043
 2839.800000 -0.169358 2.121112 22.679424
 2840.000000 -0.938806 2.872761 43.537268
 2840.200000 -1.390022 3.022711 52.377711
 2840.400000 -1.339009 -2.762911 34.890819
 2840.600000 -1.546491 -2.260823 26.884794
 2840.800000 -1.948032 -2.308403 35.469868
 2841.000000 -2.184442 -2.297753 38.655526
 2841.200000 -3.013054 -2.532864 38.423345
 2841.400000 2.397882 -3.001185 12.631743
 2841.600000 3.091583 -3.115825 44.371073
 2841.800000 -2.220101 2.585932 61.872369
 2842.000000 -1.514188 1.967829 58.888622
 2842.200000 -0.367499 0.617849 29.162272
 2842.400000 -1.447209 0.141157 56.790325
 2842.600000 -1.264872 -0.544105 48.150929
 2842.800000 -1.138824 -0.970206 37.819566
 2843.000000 -1.010065 -1.064218 34.415867
 2843.200000 -1.186731 -0.905394 39.859165
 2843.400000 -1.140184 -0.402901 50.875548
 2843.600000 -1.039517 0.188762 53.402876
 2843.800000 -1.324858 0.822028 61.598631
 2844.000000 -0.857194 1.277349 49.691767
 2844.200000 -0.930249 1.826728 52.603762
 2844.400000 -0.918942 2.157348 52.810610
 2844.600000 -1.263871 2.160620 59.319236
 2844.800000 -1.116318 1.950606 56.929751
 2845.000000 -1.177612 1.554182 58.361997
 2845.200000 -1.333523 0.908668 62.200117
 2845.400000 -1.181239 0.264051 56.311727
 2845.600000 -0.507499 -0.173843 35.725296
 2845.800000 -0.837224 -0.484186 45.262826
 2846.000000 -1.322112 -0.694083 44.511414
 2846.200000 -1.499666 -0.578784 45.861430
 2846.400000 -1.344221 -0.428985 50.539581
 2846.600000 -1.370184 -0.576711 47.075697
 2846.800000 -0.730568 -0.816373 38.694084
 2847.000000 -0.696106 -0.437977 42.089331
 2847.200000 -0.634109 0.036490 39.786368
 2847.400000 -1.273134 0.461256 58.442945
 2847.600000 -1.209046 0.903564 60.333502
 2847.800000 -0.982108 1.174308 54.341830
 2848.000000 -1.542556 1.631752 59.475717
 2848.200000 -1.374067 1.731614 59.343427
 2848.400000 -0.949602 1.819309 53.215418
 2848.600000 -1.360421 1.844202 59.083819
 2848.800000 -1.524091 1.731365 59.158786
 2849.000000 -1.066950 1.277598 57.124763
 2849.200000 -1.307372 1.295464 61.853353
 2849.400000 -1.727351 0.813202 59.594836
 2849.600000 -0.747391 0.220885 43.743054
 2849.800000 -0.432959 -0.561159 34.875194
 2850.000000 -1.141501 -0.864995 41.120285
 2850.200000 -1.599555 -0.803829 40.165520
 2850.400000 -2.027792 -0.640984 40.766526
 2850.600000 -2.244045 -0.273971 44.990202
 2850.800000 -2.831290 0.293606 37.055471
 2851.000000 -3.028003 1.033775 32.085196
 2851.200000 -2.712730 1.598049 47.284498
 2851.400000 -2.923145 1.972371 47.408134
 2851.600000 -2.861499 2.590949 60.066542
 2851.800000 2.940327 3.026791 38.059301
 2852.000000 3.104990 -2.729534 37.061454
 2852.200000 -2.850539 -2.396359 39.494490
 2852.400000 -2.786696 -2.600519 46.313571
 2852.600000 -3.100453 -2.720602 40.345009
 2852.800000 3.129094 3.129264 46.944957
 2853.000000 -2.859353 2.422790 58.154955
 2853.200000 -2.459248 1.978174 57.012793
 2853.400000 -2.487456 1.779080 53.775088
 2853.600000 -2.566836 1.509972 49.621190
 2853.800000 -3.000677 1.415550 35.709354
 2854.000000 -3.041577 1.221921 32.754631
 2854.200000 -2.438921 0.852118 49.047437
 2854.400000 -2.325102 0.187816 48.279561
 2854.600000 -2.329547 -0.237749 44.724801
 2854.800000 -2.958156 0.025352 31.774621
 2855.000000 -2.747158 0.275584 39.787082
 2855.200000 -2.485688 0.822427 48.111023
 2855.400000 -2.959114 1.029960 35.385308
 2855.600000 -2.643143 1.525439 48.338226
 2855.800000 -2.533228 1.338309 49.394725
 2856.000000 -2.297743 1.699697 54.463577
 2856.200000 -2.901187 1.846942 45.697859
 2856.400000 -2.921241 2.600108 58.430919
 2856.600000 -2.808390 2.953426 61.978674
 2856.800000 -2.636482 -2.522521 45.975616
 2857.000000 -2.771562 -1.521431 31.737124
 2857.200000 3.035778 -0.523081 25.280534
 2857.400000 -2.509958 0.058245 44.823107
 2857.600000 -2.175793 0.649632 51.847604
 2857.800000 -1.307496 0.825143 61.533431
 2858.000000 -0.298106 0.914152 28.223128
 2858.200000 0.049041 1.166229 26.086309
 2858.400000 0.003018 1.939056 19.677056
 2858.600000 0.000361 2.102032 17.595660
 2858.800000 -0.910129 1.830175 52.174196
 2859.000000 -2.242483 0.924056 52.438079
 2859.200000 -2.206866 -0.152040 46.764296
 2859.400000 -2.973790 -1.198482 31.851501
 2859.600000 -3.107181 -2.322177 30.388057
 2859.800000 -2.605767 2.753700 64.988729
 2860.000000 -1.805493 1.933713 57.682184
 2860.200000 -0.876789 0.931627 49.735475
 2860.400000 -1.282972 0.640064 59.971492
 2860.600000 -2.045842 0.241085 51.525839
 2860.800000 -2.827298 -0.216175 36.371607
 2861.000000 2.880150 -0.524176 20.149231
 2861.200000 -2.775111 -1.207003 35.476676
 2861.400000 -2.116661 -2.063829 34.123343
 2861.600000 -1.110056 -2.872991 31.476437
 2861.800000 -0.773291 1.995682 47.969493
 2862.000000 -0.490531 1.124608 34.975830
 2862.200000 -1.651382 0.933889 61.559871
 2862.400000 -2.314413 0.424169 49.432675
 2862.600000 -2.649911 -0.142030 40.938168
 2862.800000 3.137809 -0.248059 26.624154
 2863.000000 -2.419407 -1.086451 37.923655
 2863.200000 -2.160997 -1.769011 31.946659
 2863.400000 -1.635071 -2.524824 34.903800
 2863.600000 -1.054922 2.663513 53.173576
 2863.800000 -0.268239 1.817690 29.243444
 2864.000000 -1.053595 1.591553 56.095537
 2864.200000 -1.453566 0.771081 61.925821
 2864.400000 -0.174992 -0.605918 30.341389
 2864.600000 -0.042716 -1.443551 21.936456
 2864.800000 0.677470 -2.304691 34.846211
 2865.000000 1.697225 -2.648933 18.296912
 2865.200000 1.602591 -2.881029 21.533772
 2865.400000 0.785773 -2.910019 31.237741
 2865.600000 1.567648 -2.557986 23.645703
 2865.800000 1.241987 -2.290990 36.059023
 2866.000000 0.468840 -1.845574 32.732123
 2866.200000 1.130526 -1.740512 45.085922
 2866.400000 1.627295 -1.756872 26.355162
 2866.600000 1.028890 -1.574290 48.816078
 2866.800000 -0.640753 -0.689688 39.200645
 2867.000000 -1.155831 -0.529938 48.936588
 2867.200000 -2.303497 -0.273060 44.694017
 2867.400000 -2.624459 0.132077 42.811756
 2867.600000 -2.568652 0.443720 45.266378
 2867.800000 -1.738622 0.524316 56.917766
 2868.000000 -1.056800 0.463842 54.549292
 2868.200000 -1.077041 0.586441 55.740330
 2868.400000 -1.458715 0.555215 59.948250
 2868.600000 -0.939855 0.831254 52.148813
 2868.800000 -1.301570 0.893674 62.065376
 2869.000000 -1.443378 0.750156 61.819635
 2869.200000 -1.146427 0.381207 56.401919
 2869.400000 -1.466606 0.425106 58.778278
 2869.600000 -0.773061 0.233912 44.858889
 2869.800000 -1.026058 0.423945 53.708962
 2870.000000 -1.498530 0.653914 60.822166
 2870.200000 -1.524907 0.875134 62.608267
 2870.400000 -1.225592 0.937072 61.213126
 2870.600000 -1.399167 1.194825 63.161661
 2870.800000 -0.969706 1.169152 54.399451
 2871.000000 -1.110459 1.152101 58.874123
 2871.200000 -1.213092 1.028888 61.302838
 2871.400000 -1.247167 0.590396 59.428450
 2871.600000 -1.373804 0.301603 58.079159
 2871.800000 -0.422884 0.090632 31.921736
 2872.000000 -1.651835 0.414579 57.202264
 2872.200000 -1.917746 0.737663 56.338551
 2872.400000 -2.647023 0.683757 44.115265
 2872.600000 3.028565 0.388629 21.079671
 2872.800000 -2.393906 -0.023124 46.136115
 2873.000000 -1.298752 -0.398309 51.655316
 2873.200000 -0.102958 -0.815079 29.957201
 2873.400000 0.197923 -0.718708 32.698373
 2873.600000 0.188883 -0.523632 31.791046
 2873.800000 1.170753 -0.397325 52.003657
 2874.000000 1.431510 -0.207689 40.071783
 2874.200000 0.514915 0.123457 39.846752
 2874.400000 1.228396 -0.218130 48.593193
 2874.600000 0.908610 -0.250683 52.415471
 2874.800000 1.193740 -0.865481 53.993282
 2875.000000 1.259746 -1.327272 48.484808
 2875.200000 1.329554 -1.837008 38.165921
 2875.400000 0.579438 -1.820274 37.554436
 2875.600000 0.200004 -1.796978 23.115257
 2875.800000 -0.184535 -1.128135 26.663068
 2876.000000 -0.894886 -0.410842 47.817903
 2876.200000 -1.545972 0.064088 55.898406
 2876.400000 -1.963701 0.594123 54.561792
 2876.600000 -1.793504 0.904803 59.530770
 2876.800000 -1.618124 0.897795 61.997229
 2877.000000 -1.111255 0.525302 56.501905
 2877.200000 -0.912612 0.141019 50.118279
 2877.400000 -1.307923 0.503234 59.526840
 2877.600000 -1.140630 0.740444 58.540630
 2877.800000 -1.484924 1.050245 63.499070
 2878.000000 -1.175622 1.204509 60.512740
 2878.200000 -1.364202 1.500057 61.114499
 2878.400000 -0.948940 1.632364 53.468417
 2878.600000 -0.998994 1.864558 54.685079
 2878.800000 -1.175181 1.817814 57.920805
 2879.000000 -0.908977 1.301674 52.509547
 2879.200000 -0.782064 0.775702 45.653966
 2879.400000 -1.573928 0.612224 60.106420
 2879.600000 -1.514269 0.343277 58.065261
 2879.800000 -0.687727 -0.097453 42.437451
 2880.000000 -0.317520 -0.197616 30.480274
 2880.200000 -1.336537 0.227404 57.789215
 2880.400000 -1.589553 0.822276 61.900483
 2880.600000 -2.000421 0.992571 56.563222
 2880.800000 -0.956529 1.023992 53.828096
 2881.000000 -1.522578 1.321748 62.468888
 2881.200000 -1.308805 1.669538 59.721674
 2881.400000 -1.016840 1.767978 55.133882
 2881.600000 -1.317450 1.894805 59.169417
 2881.800000 -1.124355 1.596562 57.863487
 2882.000000 -1.498405 1.305914 62.776223
 2882.200000 -1.263769 0.911654 62.077824
 2882.400000 -1.245953 0.472897 58.730938
 2882.600000 -1.312109 0.259110 57.884177
 2882.800000 -0.630564 0.164444 39.593314
 2883.000000 -1.485519 0.649901 61.148395
 2883.200000 -1.126290 0.874753 59.039789
 2883.400000 -1.177636 0.972707 60.710327
 2883.600000 -1.077692 0.927686 57.837984
 2883.800000 -1.094972 0.494375 56.137428
 2884.000000 -1.281018 0.167602 57.331935
 2884.200000 -0.896140 -0.087922 49.847983
 2884.400000 -0.470197 -0.239076 35.445300
 2884.600000 -0.919281 -0.003102 50.574141
 2884.800000 -1.250338 0.577005 59.688869
 2885.000000 -1.455394 0.945310 63.580188
 2885.200000 -1.163691 0.894036 60.154731
 2885.400000 -1.432143 0.687581 61.822418
 2885.600000 -0.990904 0.376410 52.910266
 2885.800000 -1.110800 0.212931 55.522266
 2886.000000 -1.126043 0.628943 57.730362
 2886.200000 -1.353916 1.006047 63.594060
 2886.400000 -1.313321 1.219519 62.995988
 2886.600000 -1.066529 1.363888 57.734206
 2886.800000 -1.156577 1.539782 58.824637
 2887.000000 -0.888268 1.501020 51.943928
 2887.200000 -1.067140 1.412108 57.670981
 2887.400000 -1.036915 1.064380 57.086931
 2887.600000 -1.432650 0.890915 63.470765
 2887.800000 -0.981093 0.268608 52.495132
 2888.000000 -0.803933 0.175804 46.498160
 2888.200000 -1.478248 0.489593 59.860185
 2888.400000 -1.202951 0.627790 59.510797
 2888.600000 -1.097635 0.990720 58.820154
 2888.800000 -1.415964 1.277490 63.306931
 2889.000000 -1.481377 1.545455 61.001423
 2889.200000 -1.174141 1.583266 59.017234
 2889.400000 -1.616331 1.799338 58.920105
 2889.600000 -1.443314 1.925118 59.458627
 2889.800000 -0.935011 1.846890 53.201591
 2890.000000 -1.101565 1.814176 56.975852
 2890.200000 -1.228301 1.830851 58.793271
 2890.400000 -1.128900 1.345250 59.553904
 2890.600000 -1.168615 0.752560 59.637451
 2890.800000 -1.132906 0.195544 56.049004
 2891.000000 -0.742863 -0.173665 44.917223
 2891.200000 -0.463765 -0.332455 35.830854
 2891.400000 -1.208403 -0.133961 55.633355
 2891.600000 -1.684004 -0.288698 50.332282
 2891.800000 -2.344911 -0.168778 45.430490
 2892.000000 -3.088679 0.370238 27.687326
 2892.200000 -2.717635 0.935543 43.436822
 2892.400000 -2.358003 1.228989 52.109884
 2892.600000 -2.100266 1.869528 56.751293
 2892.800000 -1.692113 2.505220 59.856719
 2893.000000 -1.269548 3.132943 46.271274
 2893.200000 -0.993505 -2.864641 27.167486
 2893.400000 -1.621100 -3.129393 51.959907
 2893.600000 -2.014411 2.928088 59.377361
 2893.800000 -2.362172 2.307234 61.279581
 2894.000000 -2.573530 2.059338 57.541353
 2894.200000 -2.852477 1.956237 49.667011
 2894.400000 -3.066297 1.979259 42.000610
 2894.600000 -2.877143 2.100436 51.941716
 2894.800000 -2.882274 2.300058 55.689333
 2895.000000 -3.071638 2.092655 44.245046
 2895.200000 -2.570361 2.606092 64.425722
 2895.400000 -2.358355 2.939829 63.392256
 2895.600000 -1.993896 -3.121249 55.628516
 2895.800000 -2.019944 2.995300 58.685901
 2896.000000 -2.107242 2.531030 60.725204
 2896.200000 -2.180226 2.112520 58.936068
 2896.400000 -2.021672 2.272618 59.276537
 2896.600000 -1.805994 2.419541 59.526634
 2896.800000 -2.133459 2.732868 61.484929
 2897.000000 -2.717678 2.576375 63.130139
 2897.200000 2.906437 2.704033 37.453331
 2897.400000 -3.013628 -2.948743 49.394435
 2897.600000 -2.894197 -2.540767 42.306499
 2897.800000 -2.914472 -2.080194 31.479981
 2898.000000 -2.976991 -1.724019 27.163101
 2898.200000 -2.809748 -1.420492 32.723671
 2898.400000 -2.575453 -1.278292 36.337180
 2898.600000 -2.890739 -1.942181 30.560993
 2898.800000 -2.659037 -2.268946 39.636395
 2899.000000 -2.891686 -2.459636 40.216968
 2899.200000 -2.950693 -2.562978 41.579579
 2899.400000 -2.665504 -2.721879 51.546342
 2899.600000 -2.800049 -3.033747 57.791987
 2899.800000 -3.096369 2.857836 52.255360
 2900.000000 2.999120 2.741613 42.633333
 2900.200000 -2.500471 -3.018490 59.605290
 2900.400000 -2.806367 -2.875940 53.867826
 2900.600000 3.044729 -3.114182 42.185811
 2900.800000 3.116909 2.902754 48.780230
 2901.000000 -2.913502 2.716925 59.708332
 2901.200000 3.096276 2.503084 46.420977
 2901.400000 -3.090637 2.536371 51.460813
 2901.600000 -2.940072 3.034489 57.645170
 2901.800000 3.009185 -2.976241 38.064963
 2902.000000 2.986486 3.023728 40.918584
 2902.200000 -3.090064 2.635665 52.468074
 2902.400000 -2.921623 2.421209 56.738509
 2902.600000 -2.975161 2.094319 48.548129
 2902.800000 -3.055098 1.466866 34.257128
 2903.000000 -2.611338 1.310030 47.850381
 2903.200000 -2.699891 0.855090 43.628264
 2903.400000 -2.908101 0.290318 34.866040
 2903.600000 -2.494081 0.078765 45.464573
 2903.800000 -2.343410 -0.083442 46.323069
 2904.000000 -2.341574 0.037045 47.421705
 2904.200000 -2.986557 0.770649 33.335693
 2904.400000 -2.721876 1.407818 45.762533
 2904.600000 -2.658579 1.642824 49.568417
 2904.800000 -3.074303 1.845788 39.040734
 2905.000000 3.127193 2.272549 44.357229
 2905.200000 -2.947592 2.860651 58.871676
 2905.400000 -3.107991 -2.854688 43.553533
 2905.600000 -3.077088 -2.699376 40.950743
 2905.800000 -2.556828 -2.798656 54.177034
 2906.000000 -2.497303 2.955689 64.661315
 2906.200000 -3.101206 2.341315 48.381532
 2906.400000 3.102457 1.971942 36.961562
 2906.600000 -2.562256 2.066455 58.140871
 2906.800000 -2.325649 1.929685 57.252100
 2907.000000 -1.832877 2.029133 58.225787
 2907.200000 -1.643641 2.231575 59.681331
 2907.400000 -1.386433 2.610066 59.876741
 2907.600000 -1.824401 3.012657 56.835458
 2907.800000 -2.269098 -3.135012 59.754046
 2908.000000 3.134556 2.817103 50.276755
 2908.200000 3.108616 3.002298 48.008139
 2908.400000 -3.028013 -3.100615 52.309762
 2908.600000 3.014518 3.128814 41.490643
 2908.800000 -3.095432 -3.027005 47.968311
 2909.000000 3.093467 3.005323 47.192369
 2909.200000 -2.895314 3.018549 59.729900
 2909.400000 3.072024 2.673286 47.012930
 2909.600000 3.059839 2.750187 46.635340
 2909.800000 -3.048092 2.950405 54.681454
 2910.000000 -2.844724 -3.069139 57.910168
 2910.200000 -3.138953 -2.705688 38.716353
 2910.400000 -2.870871 -2.796013 50.444178
 2910.600000 -2.378992 -2.688613 50.336476
 2910.800000 -2.471127 -2.837665 55.103430
 2911.000000 -3.098311 -2.997279 47.412548
 2911.200000 3.114643 3.100314 47.475013
 2911.400000 3.087036 2.554731 46.899671
 2911.600000 -2.715678 2.679082 64.492688
 2911.800000 -2.658229 2.154563 58.588231
 2912.000000 -2.954011 1.640428 40.477451
 2912.200000 -2.796210 1.560004 45.129946
 2912.400000 -2.784350 1.567377 45.575625
 2912.600000 -2.833572 1.628424 44.810740
 2912.800000 -2.779347 2.245624 58.029248
 2913.000000 -2.697670 2.474892 62.880420
 2913.200000 -2.646902 2.777657 65.565642
 2913.400000 -3.056308 2.575095 53.864903
 2913.600000 2.810573 2.605791 32.445741
 2913.800000 -2.862610 3.130250 59.278379
 2914.000000 -2.723475 -2.868333 55.394531
 2914.200000 -3.017292 -2.454075 36.804136
 2914.400000 -2.925723 -1.870139 29.233780
 2914.600000 -2.679398 -1.219601 36.558302
 2914.800000 -2.691683 -0.987235 38.981380
 2915.000000 3.048673 -0.243572 23.610278
 2915.200000 -2.895620 -0.501783 36.509341
 2915.400000 -2.633393 -1.532723 33.763349
 2915.600000 -2.622361 -2.530497 46.633919
 2915.800000 -2.775913 3.038048 62.659747
 2916.000000 3.013565 2.184329 37.243255
 2916.200000 -2.254109 2.454248 62.064113
 2916.400000 -1.116281 2.487295 57.085562
 2916.600000 -0.433491 1.977295 34.550793
 2916.800000 -0.562562 1.910195 40.143737
 2917.000000 -1.215674 1.949724 58.727529
 2917.200000 -1.242593 1.648602 59.685459
 2917.400000 -1.345719 1.627093 60.555585
 2917.600000 -1.307775 1.415792 61.950682
 2917.800000 -1.390145 1.085166 63.952771
 2918.000000 -1.321617 0.582167 60.646516
 2918.200000 -1.019409 0.339666 53.961066
 2918.400000 -1.070357 0.499413 55.870801
 2918.600000 -1.463662 0.681347 61.902486
 2918.800000 -1.238119 0.877529 61.801335
 2919.000000 -1.400000 0.993086 63.913605
 2919.200000 -1.215331 1.110780 62.032290
 2919.400000 -1.419332 0.840446 63.302252
 2919.600000 -1.164273 0.526421 58.233879
 2919.800000 -1.356732 0.305726 58.695564
 2920.000000 -1.227014 0.540996 59.412121
 2920.200000 -1.362702 0.663153 61.798477
 2920.400000 -1.094086 0.684836 57.553326
 2920.600000 -1.298708 0.957290 63.140973
 2920.800000 -1.316605 1.040664 63.533619
 2921.000000 -1.291613 0.880667 62.733294
 2921.200000 -1.266518 0.532607 59.981788
 2921.400000 -0.855008 0.204879 48.658168
 2921.600000 -1.558365 0.419863 58.856625
 2921.800000 -0.740448 0.509033 43.885321
 2922.000000 -1.876510 0.828941 58.136004
 2922.200000 -1.266390 0.948040 62.786617
 2922.400000 -1.311925 1.039306 63.592375
 2922.600000 -1.491390 1.153459 64.034856
 2922.800000 -0.875843 0.762180 50.082623
 2923.000000 -0.370084 0.753303 30.152692
 2923.200000 -1.725519 0.668077 59.344966
 2923.400000 -2.219061 0.225476 50.243166
 2923.600000 -2.862037 -0.159242 35.940085
 2923.800000 -2.652228 -0.278236 40.975481
 2924.000000 -1.914104 -0.591940 42.149634
 2924.200000 -1.086150 -0.974617 38.334502
 2924.400000 -0.444615 -0.925663 32.337562
 2924.600000 1.034359 -1.411581 51.461045
 2924.800000 0.947181 -1.008906 55.281087
 2925.000000 1.387183 -0.522903 46.165961
 2925.200000 0.808576 -0.159939 50.314495
 2925.400000 1.468079 -0.486478 42.246003
 2925.600000 0.869360 -0.445793 53.166671
 2925.800000 1.160504 -1.000418 54.520795
 2926.000000 1.294098 -1.328124 47.477642
 2926.200000 1.448988 -1.616901 36.540195
 2926.400000 0.783489 -1.511165 47.731226
 2926.600000 1.713098 -1.637041 23.985030
 2926.800000 1.071156 -1.434539 50.956634
 2927.000000 1.299822 -1.505198 44.435300
 2927.200000 1.132222 -1.188302 53.806179
 2927.400000 1.249675 -0.503185 51.228967
 2927.600000 0.563013 0.071660 41.860172
 2927.800000 1.433020 -0.242575 40.827147
 2928.000000 0.919029 -0.646796 54.710986
 2928.200000 1.390826 -1.358005 43.508443
 2928.400000 1.043820 -1.499086 50.283689
 2928.600000 1.305212 -1.417871 45.909838
 2928.800000 0.795963 -0.764698 52.579679
 2929.000000 1.333772 -0.170287 44.217146
 2929.200000 1.042499 0.337095 45.077594
 2929.400000 1.076811 0.820800 32.873974
 2929.600000 0.853127 1.077005 29.371651
 2929.800000 1.020534 0.948499 30.373951
 2930.000000 0.545174 0.755782 36.410995
 2930.200000 1.250104 -0.162559 47.432966
 2930.400000 1.206058 -1.478370 47.954462
 2930.600000 1.095315 -2.647130 36.308585
 2930.800000 1.418678 2.791896 21.590195
 2931.000000 1.277115 2.401698 15.859554
 2931.200000 1.418570 1.950351 8.316353
