#! FIELDS time phi psi metad.bias
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 5893.000000 1.557906 -1.191791 51.468674
 5893.200000 0.825553 -1.500165 64.139255
 5893.400000 0.652410 -1.697274 56.919928
 5893.600000 0.798302 -1.993058 57.046319
 5893.800000 1.085455 -2.369114 53.749321
 5894.000000 0.649948 -2.702604 42.220079
 5894.200000 1.122621 -2.757863 49.997761
 5894.400000 0.753935 -2.734909 45.878072
 5894.600000 1.119330 -2.548693 51.681708
 5894.800000 0.956751 -2.238053 55.869210
 5895.000000 0.684135 -1.884518 55.412040
 5895.200000 0.209652 -1.494612 43.225470
 5895.400000 0.245925 -1.460574 44.919171
 5895.600000 0.315525 -1.645080 44.514465
 5895.800000 0.602516 -1.993996 50.863036
 5896.000000 0.968140 -2.376087 54.305719
 5896.200000 0.960724 -2.850698 49.229200
 5896.400000 0.935553 -3.061933 46.381002
 5896.600000 1.263071 3.023307 44.010310
 5896.800000 0.989346 3.014643 44.127221
 5897.000000 1.505119 3.015601 37.522549
 5897.200000 1.268781 2.815652 40.908842
 5897.400000 1.159662 2.417948 33.113535
 5897.600000 1.334848 2.127709 26.222204
 5897.800000 1.006662 2.289080 29.775371
 5898.000000 1.254388 2.156589 27.605582
 5898.200000 1.284967 2.043401 25.736324
 5898.400000 1.051744 2.610386 36.781462
 5898.600000 1.314398 2.980759 42.760169
 5898.800000 0.886551 -2.699099 49.860773
 5899.000000 0.732944 -2.057983 54.571702
 5899.200000 0.972016 -1.315403 68.270644
 5899.400000 1.222245 -0.401074 66.517481
 5899.600000 0.677938 0.385271 57.703942
 5899.800000 0.282505 0.912150 43.219502
 5900.000000 1.161122 1.154966 35.267815
 5900.200000 1.489201 1.607721 18.670080
 5900.400000 0.996632 2.167448 28.237195
 5900.600000 1.469488 2.724195 35.390920
 5900.800000 1.159783 -3.058148 47.596428
 5901.000000 0.559788 -2.442075 42.270759
 5901.200000 1.438682 -1.310334 56.975852
 5901.400000 1.103992 0.091080 63.108541
 5901.600000 0.610752 1.426826 37.136665
 5901.800000 1.226338 1.551197 25.702315
 5902.000000 1.102095 1.837167 25.878352
 5902.200000 1.602920 2.006988 19.799648
 5902.400000 1.120845 2.693925 39.131689
 5902.600000 1.884939 2.939234 25.179666
 5902.800000 1.208141 -2.717322 49.039514
 5903.000000 0.426509 -2.173685 40.159872
 5903.200000 0.231700 -1.409683 45.197405
 5903.400000 -0.829944 -0.367086 62.207262
 5903.600000 -1.425437 0.719824 76.479042
 5903.800000 -0.785258 1.631690 62.639216
 5904.000000 -0.437756 2.353731 46.326994
 5904.200000 -0.747790 3.063946 42.873171
 5904.400000 -1.390760 -2.966167 58.678988
 5904.600000 -1.624638 -2.934593 61.435832
 5904.800000 -1.768012 -3.068169 66.089991
 5905.000000 -2.256504 2.646964 76.811787
 5905.200000 -2.303335 2.441005 76.583603
 5905.400000 -2.099237 2.021381 71.810147
 5905.600000 -1.388799 2.163007 74.471128
 5905.800000 -1.007431 1.669796 69.441868
 5906.000000 -1.115180 1.454676 72.301423
 5906.200000 -1.897049 0.895824 71.018522
 5906.400000 -0.925516 0.339037 65.935963
 5906.600000 -1.211739 0.379377 73.074028
 5906.800000 -1.472070 0.788312 76.704077
 5907.000000 -1.722294 1.275106 73.442681
 5907.200000 -0.863838 1.524622 65.124268
 5907.400000 -1.693106 1.699129 72.029310
 5907.600000 -1.606926 1.459515 73.953266
 5907.800000 -1.530177 1.169577 76.516332
 5908.000000 -0.737908 0.949207 57.818701
 5908.200000 -1.803207 1.188849 72.531110
 5908.400000 -1.772369 1.511652 71.633403
 5908.600000 -1.232389 1.765888 73.150702
 5908.800000 -0.973910 1.885592 69.053154
 5909.000000 -1.426304 1.564571 74.548654
 5909.200000 -1.084269 0.856789 72.244609
 5909.400000 -1.758946 0.471406 70.995323
 5909.600000 -1.156623 0.096978 71.151192
 5909.800000 -1.309538 -0.103047 70.693944
 5910.000000 -0.407133 -0.913774 47.660797
 5910.200000 -1.509417 -0.633640 58.875321
 5910.400000 -2.236208 -0.620391 55.613544
 5910.600000 -2.790295 -0.799144 54.361655
 5910.800000 2.931386 -0.907125 36.440227
 5911.000000 -2.910580 -1.056857 50.290900
 5911.200000 -2.592561 -1.004320 54.442762
 5911.400000 -1.834071 -1.177565 47.167404
 5911.600000 -1.659210 -1.111795 47.912025
 5911.800000 -1.199144 -0.802034 57.553627
 5912.000000 -1.231014 -0.342647 67.610197
 5912.200000 -1.031386 0.337630 69.319632
 5912.400000 -1.338732 1.424454 75.475460
 5912.600000 -1.123319 1.893907 71.996496
 5912.800000 -0.455148 1.795229 50.774484
 5913.000000 -0.994373 2.033192 70.013282
 5913.200000 -1.488718 1.939249 73.584632
 5913.400000 -2.029619 1.453623 68.783188
 5913.600000 -1.920906 1.396392 70.091048
 5913.800000 -1.480343 1.006486 77.312236
 5914.000000 -0.773268 0.722529 59.314894
 5914.200000 -1.769676 1.020431 73.439269
 5914.400000 -1.061741 1.144184 71.757551
 5914.600000 -1.294273 1.260150 76.208327
 5914.800000 -1.693646 1.444184 73.028877
 5915.000000 -1.356287 1.599986 74.425606
 5915.200000 -0.776059 1.426189 61.719652
 5915.400000 -0.436684 1.167257 46.931731
 5915.600000 -0.756173 1.097241 59.359203
 5915.800000 -1.277880 1.256638 76.086280
 5916.000000 -1.228226 0.889165 75.884282
 5916.200000 -0.966670 0.555029 67.699831
 5916.400000 -1.699914 0.772881 73.992274
 5916.600000 -1.201341 0.604928 74.294034
 5916.800000 -1.378974 0.817268 77.147670
 5917.000000 -1.260546 0.943414 76.522337
 5917.200000 -1.333485 1.291642 76.401987
 5917.400000 -1.092563 1.544823 71.727552
 5917.600000 -1.444502 1.497882 75.055115
 5917.800000 -1.347177 0.962294 77.445877
 5918.000000 -0.705399 0.583603 56.367455
 5918.200000 -1.163848 0.439337 72.826303
 5918.400000 -1.606370 0.474419 73.143214
 5918.600000 -1.178029 0.652207 74.195033
 5918.800000 -1.434498 0.993953 77.629642
 5919.000000 -1.508276 1.467958 74.926105
 5919.200000 -1.108095 1.428288 72.482928
 5919.400000 -1.485802 1.558533 74.500516
 5919.600000 -1.691116 1.271607 74.124006
 5919.800000 -1.132858 0.862788 73.864324
 5920.000000 -1.576584 0.822756 76.116965
 5920.200000 -0.959666 0.541557 67.541837
 5920.400000 -1.449654 0.802852 77.127242
 5920.600000 -1.148425 0.734182 73.924913
 5920.800000 -1.558813 1.006303 76.807220
 5921.000000 -0.909374 0.951846 65.966283
 5921.200000 -1.684052 1.413882 73.440574
 5921.400000 -1.504580 1.759488 73.548111
 5921.600000 -1.409339 1.681121 74.140814
 5921.800000 -1.019838 1.726821 69.952253
 5922.000000 -1.284819 1.198445 76.578386
 5922.200000 -1.384800 0.704774 76.701445
 5922.400000 -0.819855 0.298406 62.085359
 5922.600000 -0.247792 -0.078342 42.635854
 5922.800000 -0.231376 -0.423834 45.197850
 5923.000000 -0.689299 -0.348760 58.320609
 5923.200000 -1.281328 0.316000 73.465409
 5923.400000 -1.282209 1.294649 76.109468
 5923.600000 -1.078104 2.091669 71.959577
 5923.800000 -0.942561 2.302849 69.092359
 5924.000000 -0.762803 2.562424 59.545966
 5924.200000 -0.693029 2.999108 42.511803
 5924.400000 -1.453317 3.075552 67.270304
 5924.600000 -2.511499 2.940615 78.582320
 5924.800000 2.538349 2.366144 28.594058
 5925.000000 3.018650 2.436852 56.264379
 5925.200000 -2.219345 3.098300 72.930504
 5925.400000 -1.495445 -3.077631 64.034534
 5925.600000 -0.771118 2.900772 50.413420
 5925.800000 -0.895144 2.819574 59.349116
 5926.000000 -1.037209 2.679896 68.367748
 5926.200000 -0.300323 2.251598 41.042971
 5926.400000 -0.512069 2.286421 51.216106
 5926.600000 -1.024027 2.661054 68.352711
 5926.800000 -1.336861 2.791669 72.523810
 5927.000000 -2.409334 2.948456 77.557917
 5927.200000 3.117897 3.059770 63.118481
 5927.400000 2.656730 2.782417 38.148065
 5927.600000 -2.779283 3.015738 76.980792
 5927.800000 -1.971727 2.820527 73.568559
 5928.000000 -1.527078 2.226503 74.422313
 5928.200000 -1.194602 1.336727 74.684974
 5928.400000 -1.220874 0.507799 74.157960
 5928.600000 -0.927103 -0.262750 65.426386
 5928.800000 -0.446722 -0.565390 50.999268
 5929.000000 -0.455296 -0.609360 51.160948
 5929.200000 -1.114797 0.051495 70.516539
 5929.400000 -1.684325 0.783231 74.425178
 5929.600000 -1.076937 1.214860 72.354092
 5929.800000 -1.124304 1.491772 72.647977
 5930.000000 -1.872903 2.038173 72.065137
 5930.200000 -2.557929 2.356637 77.097431
 5930.400000 -3.063783 2.728711 69.532042
 5930.600000 2.754333 3.066615 42.371743
 5930.800000 3.060360 -2.819640 52.152478
 5931.000000 -2.342562 -2.557720 60.128455
 5931.200000 -1.979736 -2.796229 61.590451
 5931.400000 -2.334564 2.794414 77.704427
 5931.600000 -2.230497 2.249486 74.626538
 5931.800000 -2.036337 1.939072 71.133257
 5932.000000 -1.408823 1.728979 74.026165
 5932.200000 -0.532504 0.778977 48.588114
 5932.400000 -1.101717 0.339268 71.206988
 5932.600000 -1.854217 -0.088624 65.210118
 5932.800000 -2.089407 -0.828575 52.716728
 5933.000000 -2.537372 -1.469812 50.357013
 5933.200000 2.877575 -2.695944 39.738286
 5933.400000 2.606457 2.818310 35.543882
 5933.600000 -2.777655 2.397891 75.428444
 5933.800000 -1.793688 2.404669 73.921947
 5934.000000 -0.540218 1.803993 54.187932
 5934.200000 0.517745 1.099772 44.716521
 5934.400000 1.305690 0.414816 49.240793
 5934.600000 1.990527 -0.055875 21.118267
 5934.800000 0.523833 -0.398038 56.345373
 5935.000000 0.186093 -0.825990 46.587837
 5935.200000 0.538407 -1.366173 56.564248
 5935.400000 0.889460 -1.873725 60.661363
 5935.600000 1.358580 -1.828744 53.009113
 5935.800000 1.533626 -1.271969 52.290971
 5936.000000 0.782398 -0.387318 66.072809
 5936.200000 1.747106 -0.148456 34.452309
 5936.400000 1.265714 0.546796 47.906678
 5936.600000 0.933525 1.176123 41.043277
 5936.800000 0.953095 1.173216 40.740171
 5937.000000 1.491117 0.366943 40.349537
 5937.200000 1.674352 -0.129444 38.587382
 5937.400000 0.201329 -0.153445 43.949685
 5937.600000 1.400062 -0.927425 61.499307
 5937.800000 1.109747 -1.154434 69.399890
 5938.000000 1.252616 -0.924565 67.446276
 5938.200000 0.833040 -0.320812 67.223407
 5938.400000 1.509987 -0.351454 52.181768
 5938.600000 0.945193 -0.380143 69.409914
 5938.800000 1.520747 -0.828742 55.158683
 5939.000000 0.840169 -1.079276 67.925744
 5939.200000 1.404700 -1.254428 59.331598
 5939.400000 0.967021 -0.578210 70.384093
 5939.600000 1.312373 -0.339194 62.521076
 5939.800000 1.220074 -0.193107 64.177588
 5940.000000 0.883656 -0.565031 69.107281
 5940.200000 1.382355 -1.241754 60.520363
 5940.400000 0.603254 -0.965536 60.383349
 5940.600000 0.791852 -0.744023 66.927311
 5940.800000 1.293720 -0.495102 65.001926
 5941.000000 0.951719 0.014704 65.875957
 5941.200000 0.440591 0.157509 50.698434
 5941.400000 0.875688 -0.184173 67.263665
 5941.600000 1.462594 -0.396966 55.634409
 5941.800000 1.040231 -0.523179 70.569170
 5942.000000 1.250879 -0.804017 67.755806
 5942.200000 0.978252 -0.962656 70.630825
 5942.400000 1.031902 -0.843501 71.065897
 5942.600000 1.344637 -0.726079 64.223258
 5942.800000 0.598463 -0.233837 59.089547
 5943.000000 1.247630 -0.212931 63.545087
 5943.200000 1.369128 -0.076478 55.983979
 5943.400000 0.981280 0.122946 64.537002
 5943.600000 1.264023 -0.602575 66.928383
 5943.800000 1.121307 -1.283532 68.174620
 5944.000000 1.313637 -1.271087 63.153216
 5944.200000 1.177871 -0.857697 69.714935
 5944.400000 1.307077 -0.802290 65.903474
 5944.600000 1.094476 -0.652843 70.777899
 5944.800000 1.446060 -0.631493 58.897626
 5945.000000 1.019903 -0.941119 70.956105
 5945.200000 1.267633 -1.344069 64.021165
 5945.400000 1.510317 -1.246631 54.017334
 5945.600000 0.994286 -0.765876 71.007942
 5945.800000 1.495194 -0.404359 53.922487
 5946.000000 0.841696 0.097414 64.085618
 5946.200000 0.093693 0.169322 39.929670
 5946.400000 0.021456 -0.283122 42.240141
 5946.600000 -0.528240 -0.756620 52.160913
 5946.800000 -1.532110 -0.603879 59.374923
 5947.000000 -2.810895 -0.171014 52.952593
 5947.200000 2.664793 -0.442373 24.649386
 5947.400000 2.593569 -1.115270 23.735231
 5947.600000 -3.060288 -1.369847 42.910722
 5947.800000 -1.707421 -1.386505 43.853063
 5948.000000 -0.894655 -1.761696 26.591105
 5948.200000 -0.453412 -1.537924 31.080996
 5948.400000 -0.886574 -0.075865 64.997906
 5948.600000 -1.258756 1.808004 73.601407
 5948.800000 -1.777128 -3.099515 66.921752
 5949.000000 -2.496220 -2.108849 52.504938
 5949.200000 3.068911 -1.253175 38.812434
 5949.400000 2.747233 -0.267315 25.297001
 5949.600000 -2.478901 0.203599 62.864053
 5949.800000 -1.568561 0.209082 71.490208
 5950.000000 -0.736502 0.424245 58.245436
 5950.200000 -0.339901 0.735707 41.896738
 5950.400000 0.707316 0.555302 56.765444
 5950.600000 1.257094 0.363243 52.969946
 5950.800000 1.576313 0.348491 36.105017
 5951.000000 0.684446 0.430824 57.643981
 5951.200000 -0.016345 0.466361 38.260071
 5951.400000 -0.383003 0.296746 43.983162
 5951.600000 -1.575664 0.304328 72.167436
 5951.800000 -2.591787 0.229674 60.995804
 5952.000000 -2.963774 0.132057 47.851977
 5952.200000 -3.039547 -0.591113 48.442078
 5952.400000 -2.741444 -1.745222 48.589361
 5952.600000 -2.832626 -2.950840 70.149677
 5952.800000 -2.817336 2.056182 67.945395
 5953.000000 -2.508405 0.769654 63.536015
 5953.200000 -1.202919 -0.870520 55.859453
 5953.400000 -1.080985 -1.395010 39.381716
 5953.600000 -1.235384 -1.707127 33.969915
 5953.800000 -1.725343 -1.780075 41.892997
 5954.000000 -1.830266 -2.072192 45.396524
 5954.200000 -1.558984 -2.483434 48.060145
 5954.400000 -1.313976 -2.938890 55.873879
 5954.600000 -0.753473 2.524782 59.950944
 5954.800000 -1.283073 1.333946 75.930860
 5955.000000 -1.221034 0.486617 74.088191
 5955.200000 -1.724810 0.097752 68.804884
 5955.400000 -0.987958 -0.221154 67.056818
 5955.600000 -1.034514 -0.443183 65.221029
 5955.800000 -0.814547 -0.585350 59.991992
 5956.000000 -1.987021 -0.020378 64.839904
 5956.200000 3.053024 0.382157 35.253636
 5956.400000 -2.748718 0.452992 57.800698
 5956.600000 -2.483559 0.745378 63.964260
 5956.800000 -1.821743 0.973502 72.676888
 5957.000000 -0.805537 1.049241 61.653806
 5957.200000 -1.228804 1.595643 73.898652
 5957.400000 -1.764913 1.829738 71.728074
 5957.600000 -2.355608 1.842633 70.013976
 5957.800000 -2.725339 2.186762 72.755144
 5958.000000 3.103594 2.039939 52.484421
 5958.200000 3.057213 2.185311 53.551161
 5958.400000 -2.598692 2.656406 79.594711
 5958.600000 -2.126448 2.806895 75.040742
 5958.800000 -1.686015 2.970933 70.926404
 5959.000000 -1.757271 3.031341 70.016335
 5959.200000 -1.796245 3.082931 69.231513
 5959.400000 -2.427704 2.676327 78.866888
 5959.600000 2.897169 2.072225 41.945836
 5959.800000 2.685359 1.732079 24.327305
 5960.000000 -2.532571 1.688214 66.961324
 5960.200000 -1.654643 1.706183 72.645762
 5960.400000 -0.750347 1.571081 61.513550
 5960.600000 -0.478249 1.497606 51.105842
 5960.800000 -0.906623 1.564214 66.884429
 5961.000000 -1.469916 1.338947 76.276030
 5961.200000 -1.385406 0.855494 77.608023
 5961.400000 -1.154051 0.324687 72.263836
 5961.600000 -1.355028 0.530558 75.452955
 5961.800000 -1.608351 0.938224 76.277139
 5962.000000 -1.624054 1.651924 73.095218
 5962.200000 -0.911223 1.703710 67.258756
 5962.400000 -0.653757 1.724113 58.513281
 5962.600000 -0.655080 1.612257 58.162316
 5962.800000 -1.417311 1.766187 74.068632
 5963.000000 -1.771612 1.297546 72.908525
 5963.200000 -1.064011 1.215618 72.132724
 5963.400000 -1.410797 1.062690 77.869941
 5963.600000 -1.450592 1.133236 77.602813
 5963.800000 -0.813909 0.962606 61.916476
 5964.000000 -0.046867 0.723439 38.489458
 5964.200000 0.384025 0.773225 46.901055
 5964.400000 0.874057 1.068988 45.231248
 5964.600000 1.403538 1.104190 27.480980
 5964.800000 1.075966 1.455232 30.971244
 5965.000000 0.922507 1.506304 32.602259
 5965.200000 1.132600 1.026826 40.162599
 5965.400000 0.871295 0.739109 54.385125
 5965.600000 0.657975 0.278427 58.289620
 5965.800000 1.431434 -1.018361 59.870964
 5966.000000 0.970351 -1.924830 60.492737
 5966.200000 0.179170 -2.107051 29.730584
 5966.400000 0.608827 -2.155411 49.127934
 5966.600000 0.764507 -1.882714 58.300717
 5966.800000 1.443644 -1.222129 57.845715
 5967.000000 1.076221 -0.531648 70.568633
 5967.200000 1.053504 -0.364181 69.755065
 5967.400000 0.958066 -0.440339 70.087312
 5967.600000 1.380379 -0.707723 62.661433
 5967.800000 1.034108 -0.792375 71.212517
 5968.000000 1.446886 -1.250711 57.401783
 5968.200000 1.217210 -1.477624 63.752374
 5968.400000 0.001449 -0.639758 44.497842
 5968.600000 -0.709227 0.073229 58.330125
 5968.800000 -1.577845 0.841204 76.395556
 5969.000000 -2.077440 1.783143 69.930980
 5969.200000 -1.526708 2.618174 74.841359
 5969.400000 -2.301643 -2.881925 67.826507
 5969.600000 -2.798521 -2.484316 57.656182
 5969.800000 -2.748126 -2.196911 52.202382
 5970.000000 -2.711522 -2.168172 52.260790
 5970.200000 -2.746552 -2.310240 54.441986
 5970.400000 -2.792117 -2.577259 60.388917
 5970.600000 -2.196282 3.113200 72.437174
 5970.800000 -1.769302 2.317493 73.764942
 5971.000000 -1.581537 1.196925 76.274277
 5971.200000 -0.807591 0.097800 62.160072
 5971.400000 -0.583117 -0.683921 54.054057
 5971.600000 -0.680961 -1.176090 44.473481
 5971.800000 -0.659984 -1.261162 41.327413
 5972.000000 -0.547549 -0.910471 50.270753
 5972.200000 -1.193910 0.204800 72.253657
 5972.400000 -1.401785 1.248798 77.196305
 5972.600000 -0.936277 2.192052 69.157662
 5972.800000 -0.751701 -3.098550 38.361255
 5973.000000 -1.751619 -2.420951 50.119554
 5973.200000 -2.667938 -2.121983 52.233787
 5973.400000 2.872942 -2.317290 31.914943
 5973.600000 2.805403 -2.275391 28.563040
 5973.800000 -2.731736 -1.892408 49.297734
 5974.000000 -2.269987 -1.995461 50.468480
 5974.200000 -1.798554 -2.375426 50.073461
 5974.400000 -1.779229 -2.930110 62.948495
 5974.600000 -1.955726 2.664607 74.222333
 5974.800000 -2.265683 2.001911 72.218568
 5975.000000 -2.339748 1.323793 66.370298
 5975.200000 -2.017792 0.798212 69.179128
 5975.400000 -1.694303 0.316921 70.928329
 5975.600000 -1.052841 -0.279915 67.628168
 5975.800000 -0.526651 -0.861590 50.894425
 5976.000000 -0.158257 -1.178149 42.129506
 5976.200000 0.250619 -1.454635 45.452452
 5976.400000 0.095387 -2.029322 27.871833
 5976.600000 0.583182 -2.172499 47.784368
 5976.800000 1.259127 -2.285428 51.092675
 5977.000000 0.862398 -2.424448 53.075505
 5977.200000 0.982575 -2.732359 50.899146
 5977.400000 0.693271 -2.646795 45.328095
 5977.600000 1.366893 -2.791138 44.204555
 5977.800000 1.198752 -2.794172 48.860046
 5978.000000 0.807100 -3.079228 43.033447
 5978.200000 1.431199 -2.971578 41.622735
 5978.400000 2.430074 -2.447924 19.416358
 5978.600000 3.039272 -2.434521 41.457800
 5978.800000 -2.465658 -2.670923 64.293391
 5979.000000 -2.675989 3.055438 77.564327
 5979.200000 -2.332880 2.488399 77.259215
 5979.400000 -1.831672 2.126105 72.815283
 5979.600000 -0.896816 1.641044 66.742972
 5979.800000 -1.432098 1.494293 75.470907
 5980.000000 -1.455256 1.262113 77.025381
 5980.200000 -1.149589 0.800655 74.446208
 5980.400000 -1.301880 0.484095 74.915859
 5980.600000 -1.190615 0.498802 73.820304
 5980.800000 -1.237871 0.665734 75.544162
 5981.000000 -1.408132 1.031509 77.996467
 5981.200000 -0.993629 1.209168 69.918264
 5981.400000 -1.893369 1.745587 70.736929
 5981.600000 -2.054374 2.131455 72.873226
 5981.800000 -2.094936 2.924723 73.817842
 5982.000000 -2.083180 -2.879587 64.884514
 5982.200000 -2.428496 -2.636670 63.189974
 5982.400000 3.129955 -2.806422 55.267242
 5982.600000 2.971265 -2.961249 50.798275
 5982.800000 -2.624632 -2.943066 72.128172
 5983.000000 -1.778848 -3.098141 67.027430
 5983.200000 -1.957448 2.566863 74.312220
 5983.400000 -1.839286 2.133041 72.832269
 5983.600000 -2.067869 1.473413 68.815792
 5983.800000 -1.820145 1.366329 72.029610
 5984.000000 -1.217876 1.154362 76.110132
 5984.200000 -0.873875 1.137635 65.157600
 5984.400000 -1.684480 1.073674 75.315279
 5984.600000 -1.334791 0.994737 77.828385
 5984.800000 -0.754785 0.549601 59.115243
 5985.000000 -1.668400 0.868048 75.304113
 5985.200000 -1.225181 0.900801 76.396262
 5985.400000 -1.028130 0.814754 70.890531
 5985.600000 -1.342361 0.835314 77.543474
 5985.800000 -1.233727 0.489854 74.396271
 5986.000000 -0.598162 0.289325 52.661556
 5986.200000 -1.372428 0.191170 72.933600
 5986.400000 -1.643193 0.173737 70.492911
 5986.600000 -1.900261 0.364428 68.794197
 5986.800000 -1.431041 0.802749 77.517687
 5987.000000 -0.593188 0.492677 51.882740
 5987.200000 -1.517892 0.602752 75.516896
 5987.400000 -2.127716 0.573723 67.391695
 5987.600000 -2.900247 0.403574 51.875346
 5987.800000 -3.028134 0.642734 46.369951
 5988.000000 -2.497202 0.642431 63.796705
 5988.200000 -1.970338 0.530007 68.864150
 5988.400000 -1.641726 0.614974 74.125452
 5988.600000 -0.759164 0.512677 59.567444
 5988.800000 -1.477049 0.706105 76.713123
 5989.000000 -1.411042 0.498496 75.287382
 5989.200000 -0.636092 0.800213 53.578883
 5989.400000 -0.585385 1.115582 52.431666
 5989.600000 -1.517960 1.799748 73.697228
 5989.800000 -1.701452 2.035948 72.973580
 5990.000000 -1.780892 2.533583 74.168272
 5990.200000 -2.445116 2.843491 78.854908
 5990.400000 2.778462 3.063244 43.794522
 5990.600000 -3.118926 -2.930838 60.032419
 5990.800000 -2.640861 -2.825176 69.016203
 5991.000000 -1.658450 2.941308 71.533140
 5991.200000 -1.648469 2.044837 73.317037
 5991.400000 -1.454501 1.326786 76.727534
 5991.600000 -1.101134 0.582239 72.573058
 5991.800000 -1.192633 0.051814 71.639486
 5992.000000 -1.541390 -0.238530 67.147142
 5992.200000 -1.511367 -0.787957 55.431994
 5992.400000 -1.643064 -1.054835 49.049780
 5992.600000 -2.243632 -0.774956 54.357257
 5992.800000 -2.519677 -0.808798 55.840039
 5993.000000 -3.055525 -0.765649 48.270405
 5993.200000 -2.928097 -0.700705 52.093920
 5993.400000 -2.653236 -0.463829 56.327451
 5993.600000 -2.616528 -0.565830 56.560067
 5993.800000 -2.585030 -0.605460 56.633982
 5994.000000 -2.887723 -0.848187 52.717783
 5994.200000 2.856902 -1.006778 33.149943
 5994.400000 -2.651699 -0.882600 55.549686
 5994.600000 -2.093837 -1.133202 49.544563
 5994.800000 -1.657299 -1.103074 48.159494
 5995.000000 -1.393303 -0.575107 61.785223
 5995.200000 -0.618570 -0.368244 56.348275
 5995.400000 -1.579485 0.443577 73.503126
 5995.600000 -1.335468 1.170604 77.538747
 5995.800000 -0.846856 1.987624 66.101959
 5996.000000 -1.082137 2.628499 70.634049
 5996.200000 -1.282823 -2.867849 52.589750
 5996.400000 -1.501805 -2.097075 39.770827
 5996.600000 -1.574595 -1.601639 40.482185
 5996.800000 -1.456400 -0.937035 52.599632
 5997.000000 -1.822434 0.173963 68.442724
 5997.200000 -1.551510 1.350285 75.868105
 5997.400000 -0.876780 1.589415 66.062228
 5997.600000 -0.277869 1.944249 43.215178
 5997.800000 -0.740112 2.832614 51.288335
 5998.000000 -1.721604 -2.546106 52.702018
 5998.200000 -2.821075 -2.302912 53.084926
 5998.400000 2.254290 -2.522458 18.330156
 5998.600000 1.810524 -2.622402 26.687681
 5998.800000 -0.002399 -2.275907 19.548630
 5999.000000 0.530532 -1.553633 54.564884
 5999.200000 0.646372 -0.716749 61.978562
 5999.400000 1.631344 0.014112 39.039723
 5999.600000 1.301932 0.945540 35.616652
 5999.800000 0.545983 1.716812 30.485999
 6000.000000 0.140540 1.799919 32.528808
 6000.200000 -0.184550 1.726844 41.898338
 6000.400000 -1.513284 1.719948 73.913979
 6000.600000 -2.388193 1.626159 67.683916
 6000.800000 2.951959 1.332885 33.297176
 6001.000000 2.810796 1.450611 26.904597
 6001.200000 -2.586770 1.499169 64.659963
 6001.400000 -1.479852 1.881594 73.863026
 6001.600000 -0.221933 1.481194 43.643643
 6001.800000 0.715925 1.111054 45.476012
 6002.000000 2.057084 0.117340 16.950457
 6002.200000 1.875598 -0.682357 33.771174
 6002.400000 0.848010 -0.779836 68.701559
 6002.600000 0.172724 -1.208079 46.127002
 6002.800000 -0.830819 -1.336759 39.733286
 6003.000000 -1.546007 -1.328109 43.946231
 6003.200000 -2.520191 -1.353588 51.289836
 6003.400000 2.612840 -1.683746 20.531705
 6003.600000 2.639933 -1.647934 21.292908
 6003.800000 2.553206 -2.168961 19.681286
 6004.000000 -2.262858 -2.113720 51.825791
 6004.200000 -1.492295 -3.085387 64.484727
 6004.400000 -0.299461 1.854804 44.932188
 6004.600000 0.002306 1.150292 39.954810
 6004.800000 1.148357 -0.082779 65.145169
 6005.000000 1.349247 -1.149913 63.099614
 6005.200000 0.127825 -2.022471 29.384412
 6005.400000 1.453486 -3.042381 40.678821
 6005.600000 2.066179 2.767637 21.954722
 6005.800000 -2.439655 2.438029 77.778661
 6006.000000 -0.496429 1.923870 52.625973
 6006.200000 -0.239298 1.157137 42.168242
 6006.400000 0.657663 0.424816 57.217749
 6006.600000 1.162741 -0.377553 68.313310
 6006.800000 1.726366 -1.315848 40.997264
 6007.000000 0.795076 -1.892137 59.020009
 6007.200000 0.161872 -2.098274 29.249127
 6007.400000 0.161912 -1.808085 35.667945
 6007.600000 1.265405 -1.308208 64.775814
 6007.800000 1.422935 -0.326914 57.203711
 6008.000000 0.525697 0.627355 51.968439
 6008.200000 0.558797 1.253958 41.909162
 6008.400000 0.922717 1.579970 31.379224
 6008.600000 1.422123 1.454095 21.819886
 6008.800000 1.132864 1.714529 26.576306
 6009.000000 1.066675 1.777507 27.048538
 6009.200000 1.299979 1.185928 30.143541
 6009.400000 1.370493 0.461652 45.298487
 6009.600000 0.669267 -0.461520 62.675758
 6009.800000 1.327603 -1.821888 54.625209
 6010.000000 1.134956 -2.540198 51.987479
 6010.200000 0.609941 3.094997 33.918624
 6010.400000 1.949623 2.823092 23.440923
 6010.600000 2.708022 2.927435 40.765662
 6010.800000 -2.626006 -3.042955 74.493802
 6011.000000 -1.698757 -3.015808 64.622452
 6011.200000 -0.329821 2.918931 27.254642
 6011.400000 -1.215340 2.656662 73.093951
 6011.600000 -2.193885 1.729441 69.327574
 6011.800000 -2.627808 0.788158 61.515673
 6012.000000 -2.931023 -0.103706 49.232779
 6012.200000 -3.110240 -1.392071 41.135330
 6012.400000 -2.838419 -2.358031 53.968056
 6012.600000 -2.573603 2.937530 79.090745
 6012.800000 -2.264972 2.223074 74.715848
 6013.000000 -1.762560 1.518385 72.238177
 6013.200000 -0.967180 1.061008 68.960606
 6013.400000 -1.250463 0.699332 76.104330
 6013.600000 -1.401427 0.497788 75.384484
