#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654   15.371441739  -54.491223011
   -2.951193099    6.729656963  -35.655512230
   -2.760793544    1.922657273  -15.216798230
   -2.570393989    0.674799800    0.878342797
   -2.379994435    1.716536476    8.440771174
   -2.189594880    3.294116951    6.756222841
   -1.999195325    3.906387608   -0.846886078
   -1.808795770    2.986623261   -8.209703763
   -1.618396215    1.181239288   -9.360858558
   -1.427996661    0.000000000   -1.620660344
   -1.237597106    1.012649777   12.970254441
   -1.047197551    5.035823887   28.922755312
   -0.856797996   11.748909411   40.375044832
   -0.666398442   19.905845296   43.665791243
   -0.475998887   27.840659191   38.165826256
   -0.285599332   33.982334993   25.158640797
   -0.095199777   37.096614970    6.768618817
    0.095199777   36.410831854  -14.186824564
    0.285599332   31.804903872  -33.572045897
    0.475998887   24.101724142  -45.686388598
    0.666398442   15.255802902  -44.781929374
    0.856797996    8.087685449  -28.067135270
    1.047197551    5.434692415    1.654416023
    1.237597106    9.017450709   35.717067653
    1.427996661   18.595758341   62.772211529
    1.618396215   31.897636577   73.753196536
    1.808795770   45.442761465   65.362478755
    1.999195325   55.754286905   40.762058771
    2.189594880   60.415362163    7.446973956
    2.379994435   58.601314217  -25.849268061
    2.570393989   51.055954150  -51.712448247
    2.760793544   39.684456674  -65.511474981
    2.951193099   26.972901339  -65.857170237
