#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  52
#! SET periodic_psi true
   -3.141592654   -3.141592654   18.032716847  -52.099157154   19.337524168
   -2.951193099   -3.141592654    9.632322333  -35.255202161   19.431045972
   -2.760793544   -3.141592654    4.819906570  -15.354143711   18.660624931
   -2.570393989   -3.141592654    3.598780327    1.578055349   17.709168834
   -2.379994435   -3.141592654    4.963393951   11.395561700   17.207398584
   -2.189594880   -3.141592654    7.443151581   13.529926387   17.606269992
   -1.999195325   -3.141592654    9.815735659   11.006983571   19.225437904
   -1.808795770   -3.141592654   11.655351105    8.783940315   22.302162620
   -1.618396215   -3.141592654   13.462699203   11.210231045   26.818641585
   -1.427996661   -3.141592654   16.322650844   19.781873763   32.175378832
   -1.237597106   -3.141592654   21.253816211   32.334490272   37.086740339
   -1.047197551   -3.141592654   28.597453904   44.247640975   39.939424463
   -0.856797996   -3.141592654   37.768969028   50.800311407   39.481620351
   -0.666398442   -3.141592654   47.448389564   49.348364233   35.403743585
   -0.475998887   -3.141592654   56.076634431   39.970793994   28.375518680
   -0.285599332   -3.141592654   62.308135083   24.647582429   19.635981807
   -0.095199777   -3.141592654   65.260660040    5.962710281   10.413515527
    0.095199777   -3.141592654   64.556387058  -13.256649597    1.626902617
    0.285599332   -3.141592654   60.394590887  -29.730923119   -6.063174006
    0.475998887   -3.141592654   53.669840440  -39.516800543  -12.022512240
    0.666398442   -3.141592654   46.018592968  -39.006443873  -15.589463577
    0.856797996   -3.141592654   39.565035317  -27.070377572  -16.344097026
    1.047197551   -3.141592654   36.268236354   -6.718199461  -14.395339300
    1.237597106   -3.141592654   37.133952544   15.454843953  -10.541669168
    1.427996661   -3.141592654   41.782786976   31.890065302   -6.004589273
    1.618396215   -3.141592654   48.580563433   37.502749754   -1.856408719
    1.808795770   -3.141592654   55.301983583   31.264266656    1.413645672
    1.999195325   -3.141592654   59.881277066   15.595344064    3.974141821
    2.189594880   -3.141592654   60.897161903   -5.445483925    6.374083793
    2.379994435   -3.141592654   57.737932725  -27.550716629    9.103331236
    2.570393989   -3.141592654   50.599511259  -46.564077521   12.249310687
    2.760793544   -3.141592654   40.447830391  -58.593978925   15.423657626
    2.951193099   -3.141592654   28.919616915  -60.678296834   17.968571629

   -3.141592654   -3.020762167   20.716954050  -51.492765368   24.685077640
   -2.951193099   -3.020762167   12.343010413  -35.541242508   25.029209855
   -2.760793544   -3.020762167    7.421822686  -16.124537839   24.021536903
   -2.570393989   -3.020762167    6.048399064    0.830689538   22.484176751
   -2.379994435   -3.020762167    7.307703073   11.097306319   21.274122072
   -2.189594880   -3.020762167    9.797771858   13.976971281   21.070643308
   -1.999195325   -3.020762167   12.343320455   12.402723416   22.329351707
   -1.808795770   -3.020762167   14.545865094   11.193754946   25.260493950
   -1.618396215   -3.020762167   16.892488132   14.388396028   29.651816403
   -1.427996661   -3.020762167   20.379518318   23.040822050   34.638775140
   -1.237597106   -3.020762167   25.858519657   34.657637688   38.754907746
   -1.047197551   -3.020762167   33.476207732   44.683890615   40.414363523
   -0.856797996   -3.020762167   42.509972066   48.911269919   38.602727987
   -0.666398442   -3.020762167   51.622164567   45.370887182   33.340645438
   -0.475998887   -3.020762167   59.350848997   34.641117255   25.553979144
   -0.285599332   -3.020762167   64.506363847   18.805397666   16.562097487
   -0.095199777   -3.020762167   66.351288130    0.265426610    7.513776213
    0.095199777   -3.020762167   64.611232415  -18.376120407   -0.808210357
    0.285599332   -3.020762167   59.557972720  -33.910683884   -7.864501064
    0.475998887   -3.020762167   52.157641380  -42.361204206  -13.098743826
    0.666398442   -3.020762167   44.121651297  -40.168772157  -15.923601961
    0.856797996   -3.020762167   37.617764265  -26.451374296  -16.028577300
    1.047197551   -3.020762167   34.583201985   -4.659829564  -13.658615796
    1.237597106   -3.020762167   35.921976527   18.239897638   -9.694051525
