   3.5636243068   -0.6553946319    2.3444896161
   3.2917513353   -3.6494099415    0.5258362682
   4.2315602749   -3.2929874243    0.5258362682
   3.5636243068   -0.6553946319   -1.2928170798
   2.2019749047   -0.3816854183    2.5394776424
   3.2519749047   -0.3816854183    2.2581309904
   1.1519749047   -0.3816854183    2.2581309904
   3.2519749047   -0.3816854183   -1.3791757055
   2.2019749047   -0.3816854183   -1.6605223576
   2.5654489887    0.8848011681    2.7153141355
   3.0904489887    1.7941278420    2.4339674835
   1.5154489887    0.8848011681    2.4339674835
   3.0904489887   -0.0245255059    2.4339674835
   3.3209448929    2.5391064418   -0.4346858645
   3.6154489887    0.8848011681   -1.2033392124
   3.0904489887    1.7941278420   -1.2033392124
   2.5654489887    0.8848011681   -1.4846858645
   1.5903633878    1.7483478906    2.5744167052
   2.1153633878    2.6576745646    2.2930700532
   1.0653633878    2.6576745646    2.2930700532
   0.5403633878    1.7483478906    2.2930700532
   1.0653633878    0.8390212166    2.2930700532
   3.1203119418    2.7315861233    1.5244167052
   2.3458592920    3.4026531644    1.5244167052
   1.3315420307    3.5484899698    1.5244167052
   2.7832993560    3.4766140090    0.4744167052
   1.8434904164    3.8330365262    0.4744167052
   3.1203119418    2.7315861233   -0.5755832948
   2.3458592920    3.4026531644   -0.5755832948
   1.3315420307    3.5484899698   -0.5755832948
   2.6403633878    1.7483478906   -1.3442366427
   2.1153633878    2.6576745646   -1.3442366427
   1.0653633878    2.6576745646   -1.3442366427
   1.5903633878    1.7483478906   -1.6255832948
   0.5223491243    0.9812600305    2.2874187644
  -0.0026508757    1.8905867045    2.0060721123
  -0.5276508757    0.9812600305    2.0060721123
   1.5723491243    0.9812600305   -1.6312345836
   1.0473491243    1.8905867045   -1.6312345836
   0.5223491243    0.9812600305   -1.9125812356
   0.8490760486   -0.3353032492    2.2542811920
  -0.2009239514   -0.3353032492    1.9729345400
   0.3240760486   -1.2446299232    1.9729345400
   1.8990760486   -0.3353032492   -1.6643721559
   1.3740760486   -1.2446299232   -1.6643721559
   0.8490760486   -0.3353032492   -1.9457188080
  -0.0985804786   -1.3718877085    1.9723535193
  -0.6235804786   -0.4625610345    1.6910068672
  -1.1485804786   -1.3718877085    1.6910068672
  -0.6235804786   -2.2812143825    1.6910068672
